REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
1,50,11,692565,0.910900,0.017500
2,7,9,691562,0.909500,0.035000
3,47,52,666348,0.876400,0.051900
4,5,15,646855,0.850700,0.068200
5,18,24,644168,0.847200,0.084500
6,35,26,630438,0.829100,0.100500
7,1,12,621791,0.817800,0.116200
8,21,29,603601,0.793800,0.131500
9,19,27,582948,0.766700,0.146200
10,3,14,548252,0.721100,0.160100
11,45,23,528302,0.694800,0.173400
12,15,25,495083,0.651100,0.185900
13,36,18,489338,0.643600,0.198300
14,30,35,489181,0.643400,0.210700
15,22,32,484063,0.636600,0.222900
16,27,37,476420,0.626600,0.235000
17,12,10,458820,0.603400,0.246600
18,23,30,451843,0.594300,0.258000
19,13,21,445848,0.586400,0.269300
20,2,8,444360,0.584400,0.280500
21,33,38,440217,0.579000,0.291700
22,9,3,438301,0.576400,0.302800
23,14,13,437272,0.575100,0.313800
24,8,1,436155,0.573600,0.324800
25,44,7,430441,0.566100,0.335700
26,24,36,429872,0.565400,0.346600
27,31,31,421402,0.554200,0.357300
28,10,5,418653,0.550600,0.367800
29,16,22,401469,0.528000,0.378000
30,29,44,399823,0.525800,0.388100
31,34,45,399665,0.525600,0.398200
32,48,51,393825,0.518000,0.408200
33,42,33,393306,0.517300,0.418100
34,20,4,386853,0.508800,0.427900
35,46,50,375541,0.493900,0.437400
36,17,22,374146,0.492100,0.446900
37,20,2,372738,0.490200,0.456300
38,46,51,363342,0.477900,0.465500
39,39,47,344092,0.452500,0.474200
40,49,49,341589,0.449300,0.482800
41,32,28,339863,0.447000,0.491400
42,32,31,334686,0.440200,0.499900
43,44,6,330587,0.434800,0.508300
44,41,47,324563,0.426900,0.516500
45,28,36,323441,0.425400,0.524600
46,9,1,321353,0.422600,0.532800
47,38,39,320815,0.421900,0.540900
48,39,40,320601,0.421600,0.549000
49,40,49,313771,0.412700,0.556900
50,37,46,309053,0.406500,0.564800
51,51,16,307872,0.404900,0.572500
52,25,34,304302,0.400200,0.580200
53,17,20,303830,0.399600,0.587900
54,11,4,301915,0.397100,0.595600
55,4,17,301764,0.396900,0.603200
56,6,3,295498,0.388600,0.610700
57,51,17,293550,0.386100,0.618100
58,25,28,292198,0.384300,0.625500
59,49,50,290977,0.382700,0.632800
60,12,8,287607,0.378300,0.640100
61,11,7,285541,0.375500,0.647300
62,6,6,285153,0.375000,0.654500
63,40,48,280868,0.369400,0.661600
64,10,13,279079,0.367000,0.668700
65,37,40,277609,0.365100,0.675700
66,48,48,276821,0.364100,0.682700
67,43,25,274277,0.360700,0.689700
68,23,34,274200,0.360600,0.696600
69,38,41,273342,0.359500,0.703500
70,36,19,271831,0.357500,0.710400
71,8,2,269651,0.354600,0.717200
72,41,46,268098,0.352600,0.724000
73,28,43,257469,0.338600,0.730500
74,4,16,255336,0.335800,0.737000
75,52,19,254102,0.334200,0.743400
76,42,39,253670,0.333600,0.749800
77,27,43,252331,0.331900,0.756200
78,29,42,246498,0.324200,0.762400
79,45,33,227129,0.298700,0.768200
80,26,42,226490,0.297900,0.773900
81,52,18,224191,0.294900,0.779600
82,16,20,223608,0.294100,0.785200
83,43,41,217075,0.285500,0.790700
84,33,42,216195,0.284300,0.796200
85,13,20,215621,0.283600,0.801600
86,3,10,213509,0.280800,0.807000
87,31,38,191373,0.251700,0.811900
88,43,39,181926,0.239300,0.816500
89,34,46,180492,0.237400,0.821000
90,14,21,176803,0.232500,0.825500
91,28,44,175122,0.230300,0.829900
92,6,5,169149,0.222500,0.834200
93,52,17,163586,0.215100,0.838400
94,25,30,161911,0.212900,0.842400
95,37,45,160371,0.210900,0.846500
96,15,41,160063,0.210500,0.850500
97,4,14,152815,0.201000,0.854400
98,38,35,143699,0.189000,0.858000
99,41,45,142401,0.187300,0.861700
100,11,6,140990,0.185400,0.865200
101,26,34,137326,0.180600,0.868700
102,2,12,136757,0.179900,0.872100
103,24,32,134891,0.177400,0.875600
104,26,37,134618,0.177000,0.879000
105,16,21,133677,0.175800,0.882300
106,24,37,132906,0.174800,0.885700
107,51,19,131788,0.173300,0.889000
108,26,44,131305,0.172700,0.892400
109,26,43,130328,0.171400,0.895700
110,30,33,129276,0.170000,0.898900
111,49,48,127560,0.167800,0.902200
112,22,26,122144,0.160600,0.905200
113,21,32,120945,0.159100,0.908300
114,35,24,120561,0.158600,0.911400
115,14,5,118681,0.156100,0.914400
116,52,16,117793,0.154900,0.917300
117,2,2,117512,0.154500,0.920300
118,29,43,114087,0.150000,0.923200
119,40,41,110630,0.145500,0.926000
120,22,27,108807,0.143100,0.928700
121,30,28,105758,0.139100,0.931400
122,18,19,97695,0.128500,0.933900
123,19,29,95556,0.125700,0.936300
124,39,49,95078,0.125000,0.938700
125,47,50,92814,0.122100,0.941100
126,34,47,90406,0.118900,0.943300
127,48,52,89595,0.117800,0.945600
128,31,35,88830,0.116800,0.947900
129,32,38,86289,0.113500,0.950000
130,5,16,77822,0.102400,0.952000
131,1,10,77004,0.101300,0.954000
132,42,23,72582,0.095500,0.955800
133,15,23,71658,0.094200,0.957600
134,34,42,63826,0.083900,0.959200
135,50,15,62818,0.082600,0.960800
136,24,30,62635,0.082400,0.962400
137,1,14,58349,0.076700,0.963900
138,19,30,58078,0.076400,0.965300
139,10,9,57591,0.075700,0.966800
140,17,27,56465,0.074300,0.968200
141,13,5,56083,0.073800,0.969600
142,40,40,54843,0.072100,0.971000
143,43,23,54609,0.071800,0.972400
144,8,4,53732,0.070700,0.973800
145,33,44,50741,0.066700,0.975000
146,4,15,49385,0.065000,0.976300
147,22,29,44841,0.059000,0.977400
148,42,35,40629,0.053400,0.978500
149,33,45,37710,0.049600,0.979400
150,7,13,36023,0.047400,0.980300
151,30,40,34351,0.045200,0.981200
152,15,48,33332,0.043800,0.982000
153,43,48,32425,0.042600,0.982900
154,5,11,32361,0.042600,0.983700
155,7,7,30070,0.039500,0.984400
156,31,40,29619,0.039000,0.985200
157,2,11,28724,0.037800,0.985900
158,27,34,26992,0.035500,0.986600
159,41,40,26283,0.034600,0.987300
160,13,3,26097,0.034300,0.987900
161,51,18,26061,0.034300,0.988600
162,11,8,25402,0.033400,0.989200
163,34,38,25290,0.033300,0.989900
164,21,30,23650,0.031100,0.990500
165,2,4,21419,0.028200,0.991000
166,31,45,18404,0.024200,0.991500
167,14,18,18305,0.024100,0.991900
168,17,23,18156,0.023900,0.992400
169,19,23,18094,0.023800,0.992800
170,18,20,17823,0.023400,0.993300
171,38,40,15738,0.020700,0.993700
172,13,13,15698,0.020600,0.994100
173,33,34,14874,0.019600,0.994500
174,37,38,13586,0.017900,0.994800
175,23,29,13453,0.017700,0.995100
176,12,9,12876,0.016900,0.995500
177,21,27,12007,0.015800,0.995800
178,23,37,11373,0.015000,0.996100
179,6,7,11094,0.014600,0.996300
180,31,28,11010,0.014500,0.996600
181,2,10,10933,0.014400,0.996900
182,23,32,10265,0.013500,0.997200
183,35,32,8158,0.010700,0.997400
184,46,49,8078,0.010600,0.997600
185,38,33,7507,0.009900,0.997800
186,46,48,7133,0.009400,0.997900
187,11,1,7070,0.009300,0.998100
188,14,22,6616,0.008700,0.998300
189,17,26,6125,0.008100,0.998400
190,50,2,5837,0.007700,0.998600
191,1,11,5542,0.007300,0.998700
192,45,28,5514,0.007300,0.998900
193,10,18,5508,0.007200,0.999000
194,46,52,5244,0.006900,0.999100
195,27,36,4911,0.006500,0.999300
196,28,42,3875,0.005100,0.999400
197,19,28,3548,0.004700,0.999500
198,14,19,3122,0.004100,0.999500
199,16,3,2764,0.003600,0.999600
200,7,5,2444,0.003200,0.999700
201,19,20,2332,0.003100,0.999700
202,17,3,1307,0.001700,0.999800
203,12,4,1218,0.001600,0.999800
204,30,31,1174,0.001500,0.999800
205,47,51,1034,0.001400,0.999800
206,12,7,974,0.001300,0.999900
207,25,38,968,0.001300,0.999900
208,34,44,960,0.001300,0.999900
209,42,41,677,0.000900,0.999900
210,20,8,673,0.000900,0.999900
211,14,3,663,0.000900,1.000000
