REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
1,18,31,727531,0.956800,0.018400
2,28,23,656416,0.863300,0.035000
3,15,7,642331,0.844800,0.051200
4,36,44,637747,0.838800,0.067400
5,47,1,625174,0.822200,0.083200
6,38,9,595837,0.783600,0.098300
7,7,36,557408,0.733100,0.112400
8,39,14,548839,0.721800,0.126200
9,10,32,519939,0.683800,0.139400
10,48,2,510531,0.671400,0.152300
11,8,40,504785,0.663900,0.165100
12,14,33,499135,0.656500,0.177700
13,34,16,494040,0.649800,0.190200
14,35,30,487969,0.641800,0.202500
15,29,22,486446,0.639800,0.214800
16,42,10,485494,0.638500,0.227100
17,46,3,482497,0.634600,0.239300
18,20,43,478270,0.629000,0.251400
19,16,34,476662,0.626900,0.263500
20,1,51,475861,0.625800,0.275500
21,11,41,461607,0.607100,0.287200
22,27,24,459259,0.604000,0.298800
23,33,17,443119,0.582800,0.310000
24,50,48,442725,0.582300,0.321200
25,49,4,442416,0.581900,0.332400
26,5,47,437371,0.575200,0.343500
27,37,15,424927,0.558900,0.354200
28,12,52,423161,0.556500,0.364900
29,3,50,421889,0.554900,0.375600
30,44,39,410005,0.539200,0.385900
31,30,12,404881,0.532500,0.396200
32,51,49,402144,0.528900,0.406400
33,19,27,398683,0.524300,0.416400
34,32,18,391253,0.514600,0.426300
35,6,38,390241,0.513200,0.436200
36,4,46,384709,0.506000,0.445900
37,22,29,379748,0.499400,0.455500
38,23,26,365557,0.480800,0.464800
39,43,8,353014,0.464300,0.473700
40,31,12,352507,0.463600,0.482600
41,32,19,351888,0.462800,0.491500
42,22,28,346833,0.456100,0.500300
43,44,38,342408,0.450300,0.509000
44,51,45,330735,0.435000,0.517300
45,21,28,313221,0.411900,0.525200
46,50,47,312658,0.411200,0.533200
47,19,11,295918,0.389200,0.540600
48,45,13,287394,0.378000,0.547900
49,9,37,283699,0.373100,0.555100
50,2,51,282964,0.372100,0.562200
51,5,48,282245,0.371200,0.569400
52,20,42,281321,0.370000,0.576500
53,17,35,280750,0.369200,0.583600
54,21,27,280378,0.368700,0.590700
55,25,25,274747,0.361300,0.597600
56,52,45,273731,0.360000,0.604600
57,41,15,271957,0.357700,0.611400
58,37,6,270083,0.355200,0.618300
59,26,20,269030,0.353800,0.625100
60,40,5,266390,0.350400,0.631800
61,24,20,264738,0.348200,0.638500
62,11,39,264263,0.347600,0.645200
63,13,33,263614,0.346700,0.651900
64,23,25,261862,0.344400,0.658500
65,13,34,259138,0.340800,0.665000
66,24,21,255970,0.336600,0.671500
67,6,37,254627,0.334900,0.677900
68,12,41,249375,0.328000,0.684300
69,45,11,246055,0.323600,0.690500
70,42,8,245851,0.323300,0.696700
71,17,30,239108,0.314500,0.702700
72,9,42,238783,0.314000,0.708800
73,40,6,234453,0.308300,0.714700
74,9,40,231244,0.304100,0.720600
75,43,5,225811,0.297000,0.726300
76,40,4,225505,0.296600,0.732000
77,27,20,222382,0.292500,0.737600
78,45,10,219641,0.288900,0.743200
79,30,11,218373,0.287200,0.748700
80,26,21,218319,0.287100,0.754200
81,33,22,218133,0.286900,0.759700
82,52,46,214183,0.281700,0.765100
83,4,49,212717,0.279800,0.770500
84,39,6,208687,0.274500,0.775800
85,31,19,205318,0.270000,0.781000
86,16,35,202576,0.266400,0.786100
87,41,14,200784,0.264100,0.791200
88,13,35,198690,0.261300,0.796200
89,31,18,194206,0.255400,0.801100
90,35,29,186345,0.245100,0.805800
91,34,17,184944,0.243200,0.810500
92,25,26,183407,0.241200,0.815100
93,46,2,182730,0.240300,0.819800
94,17,13,178243,0.234400,0.824300
95,41,16,176471,0.232100,0.828700
96,25,18,171704,0.225800,0.833100
97,49,5,165633,0.217800,0.837300
98,52,32,162210,0.213300,0.841400
99,8,43,160743,0.211400,0.845400
100,3,46,155142,0.204000,0.849400
101,4,45,154948,0.203800,0.853300
102,26,25,153989,0.202500,0.857200
103,49,3,152077,0.200000,0.861000
104,2,52,145458,0.191300,0.864700
105,1,52,143082,0.188200,0.868300
106,3,36,138046,0.181600,0.871800
107,23,21,133715,0.175900,0.875200
108,10,37,133363,0.175400,0.878600
109,2,42,133037,0.175000,0.881900
110,25,19,129521,0.170300,0.885200
111,1,50,128246,0.168700,0.888500
112,43,7,126878,0.166900,0.891700
