DISTRICT,POPULATION,DISTRICT%
"1/1",644307,0.813700
"1/2",49980,0.063100
"1/4",98600,0.124500
"2/1",145633,0.183900
"2/2",645129,0.814700
"3/3",484296,0.611600
"3/4",175345,0.221400
"3/5",130149,0.164400
"4/2",95860,0.121100
"4/3",304358,0.384400
"4/4",257083,0.324700
"4/5",136506,0.172400
"5/1",1039,0.001300
"5/3",1981,0.002500
"5/4",259450,0.327600
"5/5",529637,0.668800
