DISTRICT,POPULATION,DISTRICT%
"1/1",509861,0.707000
"1/2",56350,0.078100
"1/5",154978,0.214900
"2/1",66059,0.091600
"2/2",655129,0.908400
"3/1",28952,0.040100
"3/2",7631,0.010600
"3/3",545684,0.756600
"3/5",138922,0.192600
"4/3",165759,0.229800
"4/4",542724,0.752500
"4/5",12706,0.017600
"5/1",116467,0.161500
"5/3",13285,0.018400
"5/4",176005,0.244000
"5/5",415432,0.576000
