REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
1,11,5,582751,0.740800,0.049400
2,9,11,556556,0.707500,0.096600
3,12,12,514124,0.653600,0.140100
4,3,14,487353,0.619500,0.181400
5,6,13,479903,0.610100,0.222100
6,14,3,468654,0.595800,0.261800
7,5,10,463356,0.589000,0.301100
8,8,4,453413,0.576400,0.339500
9,4,15,448838,0.570600,0.377600
10,13,6,416501,0.529500,0.412900
11,15,7,415225,0.527900,0.448000
12,1,2,407984,0.518600,0.482600
13,10,1,386705,0.491600,0.515400
14,2,9,361056,0.459000,0.546000
15,7,9,360402,0.458200,0.576500
16,13,1,347056,0.441200,0.606000
17,1,8,315749,0.401400,0.632700
18,5,6,309347,0.393300,0.658900
19,15,10,267079,0.339500,0.681600
20,2,13,266906,0.339300,0.704200
21,14,4,248889,0.316400,0.725300
22,7,8,240804,0.306100,0.745700
23,4,11,230294,0.292800,0.765200
24,12,8,230062,0.292500,0.784700
25,8,3,222320,0.282600,0.803500
26,9,12,210446,0.267500,0.821400
27,10,7,209075,0.265800,0.839100
28,3,15,205956,0.261800,0.856500
29,6,14,200744,0.255200,0.873600
30,10,5,191144,0.243000,0.889800
31,7,2,184518,0.234600,0.905400
32,2,2,158037,0.200900,0.918800
33,11,7,138921,0.176600,0.930600
34,6,3,94120,0.119600,0.938500
35,4,4,77412,0.098400,0.945100
36,14,14,69331,0.088100,0.951000
37,15,6,63494,0.080700,0.956400
38,1,9,63459,0.080700,0.961700
39,3,10,57140,0.072600,0.966600
40,8,15,54709,0.069500,0.971200
41,8,12,54659,0.069500,0.975900
42,11,1,52452,0.066700,0.980300
43,15,15,40305,0.051200,0.983700
44,12,2,36949,0.047000,0.986800
45,3,13,35835,0.045600,0.989900
46,13,7,23490,0.029900,0.991900
47,9,15,20370,0.025900,0.993600
48,4,14,15155,0.019300,0.994900
49,4,5,13743,0.017500,0.996000
50,5,14,13206,0.016800,0.997200
51,11,15,12446,0.015800,0.998200
52,6,4,8073,0.010300,0.998900
53,12,15,4398,0.005600,0.999300
54,6,12,3272,0.004200,0.999600
55,8,13,1773,0.002300,0.999700
56,4,12,1406,0.001800,0.999800
57,12,9,1379,0.001800,0.999900
58,7,13,704,0.000900,1.000000
