DISTRICT,POPULATION,DISTRICT%
"1/1",370048,0.499800
"1/2",61820,0.083500
"1/3",308752,0.417100
"2/1",251694,0.340000
"2/2",341891,0.461800
"2/3",146770,0.198300
"3/1",114228,0.154300
"3/2",299470,0.404500
"3/3",283855,0.383400
"3/4",42000,0.056700
"4/1",3292,0.004400
"4/2",38716,0.052300
"4/4",698743,0.943800
