DISTRICT,POPULATION,DISTRICT%
"1/1",601116,0.798400
"1/2",148894,0.197800
"2/1",143900,0.191100
"2/2",553955,0.735800
"2/4",55184,0.073300
"3/3",683576,0.907900
"3/4",70758,0.094000
"4/1",6737,0.008900
"4/2",49884,0.066300
"4/3",68178,0.090600
"4/4",629342,0.835900
