REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
1,2,1,626275,0.887300,0.295800
2,3,2,362820,0.514000,0.467100
3,3,3,343464,0.486600,0.629300
4,1,2,329274,0.466500,0.784800
5,1,3,297204,0.421100,0.925200
6,1,1,79700,0.112900,0.962800
7,2,3,64192,0.090900,0.993100
8,2,2,14593,0.020700,1.000000
