REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
1,7,39,706253,0.928900,0.017900
2,17,35,684351,0.900000,0.035200
3,47,15,679035,0.893100,0.052300
4,48,16,673290,0.885500,0.069400
5,46,17,668614,0.879400,0.086300
6,35,37,661539,0.870000,0.103000
7,5,38,656532,0.863500,0.119600
8,8,52,653526,0.859500,0.136200
9,30,26,640299,0.842100,0.152300
10,9,49,636643,0.837300,0.168400
11,39,18,631821,0.831000,0.184400
12,50,36,630161,0.828800,0.200400
13,38,23,629648,0.828100,0.216300
14,49,14,626741,0.824300,0.232100
15,52,27,621511,0.817400,0.247900
16,1,30,621053,0.816800,0.263600
17,21,12,599231,0.788100,0.278700
18,10,46,594059,0.781300,0.293700
19,13,34,583027,0.766800,0.308500
20,22,13,576356,0.758000,0.323100
21,18,44,575382,0.756700,0.337600
22,16,40,569731,0.749300,0.352000
23,20,48,523689,0.688700,0.365300
24,19,1,515398,0.677800,0.378300
25,41,19,515277,0.677700,0.391300
26,44,31,507504,0.667500,0.404200
27,26,6,487946,0.641700,0.416500
28,42,25,470757,0.619100,0.428400
29,45,42,465254,0.611900,0.440200
30,37,21,461746,0.607300,0.451900
31,3,29,440423,0.579200,0.463000
32,43,24,438529,0.576700,0.474100
33,25,11,435284,0.572500,0.485100
34,31,10,435120,0.572300,0.496100
35,28,3,425924,0.560200,0.506900
36,23,9,422834,0.556100,0.517600
37,15,22,417851,0.549600,0.528200
38,14,47,398904,0.524600,0.538200
39,24,5,395606,0.520300,0.548300
40,34,20,383942,0.505000,0.558000
41,51,28,378721,0.498100,0.567500
42,6,32,376884,0.495700,0.577100
43,33,4,374099,0.492000,0.586500
44,4,28,373669,0.491400,0.596000
45,27,5,361022,0.474800,0.605100
46,29,2,357574,0.470300,0.614200
47,28,2,333983,0.439200,0.622600
48,25,8,324095,0.426200,0.630800
49,12,50,318829,0.419300,0.638900
50,12,33,317166,0.417100,0.646900
51,36,43,314275,0.413300,0.654800
52,37,20,298873,0.393100,0.662400
53,40,41,292203,0.384300,0.669800
54,2,33,291665,0.383600,0.677200
55,15,41,286615,0.377000,0.684400
56,51,45,278364,0.366100,0.691500
57,36,47,271008,0.356400,0.698300
58,29,4,263914,0.347100,0.705000
59,45,25,263679,0.346800,0.711700
60,32,7,263358,0.346400,0.718300
61,4,29,261185,0.343500,0.724900
62,43,22,259690,0.341500,0.731500
63,31,7,248362,0.326600,0.737800
64,33,7,245053,0.322300,0.744000
65,34,19,243820,0.320700,0.750100
66,44,32,243747,0.320600,0.756300
67,20,51,234307,0.308200,0.762200
68,24,9,229923,0.302400,0.768000
69,11,50,228412,0.300400,0.773800
70,11,31,226283,0.297600,0.779500
71,32,10,218918,0.287900,0.785100
72,32,11,186546,0.245300,0.789800
73,2,51,185047,0.243400,0.794500
74,18,43,184331,0.242400,0.799100
75,14,43,183004,0.240700,0.803800
76,36,45,175886,0.231300,0.808200
77,14,34,172040,0.226300,0.812600
78,40,24,170848,0.224700,0.816900
79,6,46,167886,0.220800,0.821100
80,19,42,166456,0.218900,0.825300
81,11,51,165233,0.217300,0.829500
82,3,45,163848,0.215500,0.833700
83,23,8,163545,0.215100,0.837800
84,26,8,158191,0.208100,0.841800
85,27,6,143710,0.189000,0.845400
86,11,32,140990,0.185400,0.849000
87,29,3,138920,0.182700,0.852500
88,2,30,136757,0.179900,0.856000
89,41,21,136161,0.179100,0.859400
90,27,3,132364,0.174100,0.862800
91,52,45,132214,0.173900,0.866100
92,42,23,131989,0.173600,0.869400
93,40,14,127210,0.167300,0.872700
94,12,51,125500,0.165100,0.875800
95,33,6,124476,0.163700,0.879000
96,42,24,122358,0.160900,0.882100
97,2,48,120259,0.158200,0.885100
98,16,44,118279,0.155600,0.888100
99,50,48,118235,0.155500,0.891100
100,49,41,116146,0.152800,0.894000
101,6,49,109676,0.144200,0.896800
102,9,52,105049,0.138200,0.899500
103,27,9,104482,0.137400,0.902100
104,30,10,103232,0.135800,0.904700
105,51,27,102186,0.134400,0.907300
106,21,1,97354,0.128000,0.909800
107,5,36,97140,0.127800,0.912200
108,23,12,93591,0.123100,0.914600
109,10,47,92711,0.121900,0.916900
110,22,37,92368,0.121500,0.919300
111,38,26,92353,0.121500,0.921600
112,32,8,92016,0.121000,0.923900
113,13,43,91205,0.120000,0.926200
114,22,1,91131,0.119900,0.928600
115,24,13,91071,0.119800,0.930900
116,40,18,89796,0.118100,0.933100
117,4,38,89029,0.117100,0.935400
118,39,21,86264,0.113500,0.937600
119,3,50,83701,0.110100,0.939700
120,46,15,82827,0.108900,0.941800
121,23,11,81164,0.106700,0.943800
122,40,22,80155,0.105400,0.945900
123,13,40,78117,0.102700,0.947800
124,1,33,77011,0.101300,0.949800
125,41,20,76057,0.100000,0.951700
126,3,33,73789,0.097000,0.953600
127,16,35,73508,0.096700,0.955400
128,35,44,69468,0.091400,0.957200
129,47,16,68725,0.090400,0.958900
130,34,2,66174,0.087000,0.960600
131,34,4,63668,0.083700,0.962200
132,6,40,62561,0.082300,0.963800
133,21,13,62356,0.082000,0.965400
134,48,17,59885,0.078800,0.966900
135,1,29,59087,0.077700,0.968400
136,26,3,58977,0.077600,0.969900
137,17,1,56465,0.074300,0.971300
138,10,39,56388,0.074200,0.972700
139,26,4,54953,0.072300,0.974100
140,43,42,54609,0.071800,0.975500
141,19,11,53774,0.070700,0.976900
142,8,51,53732,0.070700,0.978200
143,31,21,52961,0.069700,0.979600
144,7,50,51402,0.067600,0.980900
145,24,12,44353,0.058300,0.982000
146,15,42,43161,0.056800,0.983100
147,39,41,41686,0.054800,0.984100
148,4,27,34227,0.045000,0.985000
149,41,18,33850,0.044500,0.985800
150,45,40,32012,0.042100,0.986600
