REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
151,8,50,31187,0.041000,0.987400
152,42,42,30396,0.040000,0.988200
153,35,13,28150,0.037000,0.988900
154,48,41,27066,0.035600,0.989600
155,2,36,25977,0.034200,0.990300
156,38,24,24936,0.032800,0.990900
157,31,26,24195,0.031800,0.991500
158,6,31,23562,0.031000,0.992100
159,8,49,21093,0.027700,0.992600
160,19,12,20510,0.027000,0.993200
161,6,50,20325,0.026700,0.993700
162,27,8,19076,0.025100,0.994100
163,49,17,17239,0.022700,0.994600
164,33,21,14780,0.019400,0.995000
165,10,40,14445,0.019000,0.995300
166,30,25,13316,0.017500,0.995700
167,47,17,12914,0.017000,0.996000
168,50,38,12824,0.016900,0.996300
169,9,50,12499,0.016400,0.996600
170,15,16,11819,0.015500,0.996900
171,17,44,11502,0.015100,0.997200
172,44,50,9777,0.012900,0.997500
173,38,25,9336,0.012300,0.997700
174,14,40,7514,0.009900,0.997900
175,43,41,7484,0.009800,0.998100
176,13,47,6998,0.009200,0.998300
177,52,28,5947,0.007800,0.998400
178,1,36,5542,0.007300,0.998500
179,9,40,5463,0.007200,0.998700
180,17,37,5463,0.007200,0.998800
181,42,26,5364,0.007100,0.999000
182,19,35,4418,0.005800,0.999100
183,46,14,4133,0.005400,0.999200
184,46,16,3764,0.005000,0.999300
185,5,45,3366,0.004400,0.999400
186,10,45,3272,0.004300,0.999400
187,38,18,3235,0.004300,0.999500
188,34,21,3035,0.004000,0.999600
189,7,46,2444,0.003200,0.999700
190,20,52,2268,0.003000,0.999700
191,17,40,2248,0.003000,0.999800
192,30,21,1685,0.002200,0.999800
193,38,21,1593,0.002100,0.999900
194,33,2,1329,0.001700,0.999900
195,21,11,1262,0.001700,0.999900
196,30,42,1208,0.001600,1.000000
197,4,45,1190,0.001600,1.000000
198,15,40,690,0.000900,1.000000
199,24,3,11,0.000000,1.000000
