DISTRICT,POPULATION,DISTRICT%
"1/1",453953,0.555000
"1/3",363573,0.444500
"1/4",76,0.000100
"2/1",287642,0.351700
"2/2",530885,0.649100
"2/3",39,0.000000
"3/1",736,0.000900
"3/2",289058,0.353400
"3/3",300063,0.366900
"3/4",227391,0.278000
"4/1",73319,0.089600
"4/2",0,0.000000
"4/3",155381,0.190000
"4/4",589500,0.720700
