DISTRICT,POPULATION,DISTRICT%
"1/1",706713,0.886100
"1/2",87688,0.109900
"2/1",90461,0.113400
"2/2",632110,0.792500
"2/3",23622,0.029600
"2/4",51863,0.065000
"3/1",888,0.001100
"3/2",80308,0.100700
"3/3",683878,0.857400
"3/4",36049,0.045200
"4/3",87350,0.109500
"4/4",709439,0.889500
