DISTRICT,POPULATION,DISTRICT%
"1/1",479602,0.653000
"1/4",254762,0.346900
"2/1",8803,0.012000
"2/2",532532,0.725100
"2/3",193507,0.263500
"3/1",104264,0.142000
"3/2",89946,0.122500
"3/3",540257,0.735600
"4/1",140508,0.191300
"4/2",115130,0.156800
"4/4",478569,0.651600
