DISTRICT,POPULATION,DISTRICT%
"1/1",338701,0.427700
"1/2",91667,0.115800
"1/3",873,0.001100
"1/5",361646,0.456700
"2/1",451982,0.570800
"2/2",331056,0.418100
"2/5",7724,0.009800
"3/3",485831,0.613500
"3/4",252652,0.319100
"3/5",51307,0.064800
"4/2",252707,0.319100
"4/3",175726,0.221900
"4/4",365374,0.461400
"5/2",116254,0.146800
"5/3",132216,0.167000
"5/4",172276,0.217600
"5/5",371361,0.469000
