DISTRICT,POPULATION,DISTRICT%
"1/1",696639,0.987000
"1/2",5188,0.007400
"1/3",4457,0.006300
"2/1",3672,0.005200
"2/2",690671,0.978500
"2/3",10717,0.015200
"3/1",5061,0.007200
"3/2",10348,0.014700
"3/3",690769,0.978600
