REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
1,2,1,479672,0.679600,0.226500
2,3,3,413013,0.585100,0.421600
3,3,2,293271,0.415500,0.560100
4,1,3,292968,0.415100,0.698400
5,1,1,226258,0.320600,0.805300
6,2,2,225099,0.318900,0.911600
7,1,2,186952,0.264900,0.999900
8,2,3,289,0.000400,1.000000
