DISTRICT,POPULATION,DISTRICT%
"1/1",453057,0.612000
"1/3",287563,0.388400
"2/1",53379,0.072100
"2/2",582911,0.787400
"2/3",99772,0.134800
"2/4",4293,0.005800
"3/1",236091,0.318900
"3/2",67433,0.091100
"3/3",354080,0.478300
"3/4",81949,0.110700
"4/2",89693,0.121200
"4/4",651058,0.879400
