REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
1,38,1,736537,0.960300,0.025300
2,10,23,695881,0.907300,0.049100
3,2,38,694924,0.906000,0.073000
4,12,25,643317,0.838800,0.095100
5,9,2,631003,0.822700,0.116700
6,1,6,624535,0.814300,0.138100
7,3,17,581536,0.758200,0.158100
8,8,19,543476,0.708600,0.176700
9,11,26,531695,0.693200,0.195000
10,4,5,510752,0.665900,0.212500
11,24,9,507095,0.661200,0.229900
12,13,4,506757,0.660700,0.247300
13,26,7,505612,0.659200,0.264600
14,36,37,503505,0.656500,0.281900
15,21,12,488205,0.636500,0.298700
16,15,21,483502,0.630400,0.315300
17,14,20,469306,0.611900,0.331400
18,7,22,466328,0.608000,0.347400
19,33,34,455925,0.594400,0.363000
20,23,24,435193,0.567400,0.377900
21,32,28,432236,0.563600,0.392800
22,25,14,416384,0.542900,0.407100
23,5,16,415001,0.541100,0.421300
24,19,3,387657,0.505400,0.434600
25,20,36,374001,0.487600,0.447400
26,17,30,371859,0.484800,0.460200
27,34,30,364107,0.474700,0.472700
28,22,8,356592,0.464900,0.484900
29,25,13,351370,0.458100,0.497000
30,31,32,330921,0.431500,0.508300
31,16,15,328759,0.428600,0.519600
32,27,13,325728,0.424700,0.530800
33,16,18,318377,0.415100,0.541700
34,18,15,315736,0.411700,0.552500
35,31,31,314951,0.410600,0.563300
36,23,14,304863,0.397500,0.573800
37,29,11,304794,0.397400,0.584300
38,20,35,302585,0.394500,0.594600
39,30,36,296622,0.386700,0.604800
40,6,27,284846,0.371400,0.614600
41,18,18,284451,0.370900,0.624300
42,37,32,284040,0.370300,0.634100
43,17,28,267077,0.348200,0.643300
44,37,34,266831,0.347900,0.652400
45,4,4,260031,0.339000,0.661300
46,21,10,255574,0.333200,0.670100
47,6,33,255181,0.332700,0.678900
48,28,9,244264,0.318500,0.687200
49,27,11,237421,0.309600,0.695400
50,33,31,235000,0.306400,0.703400
51,11,27,234781,0.306100,0.711500
52,19,16,233589,0.304600,0.719500
53,24,12,227431,0.296500,0.727300
54,34,29,224728,0.293000,0.735000
55,35,29,224453,0.292600,0.742700
56,14,21,218124,0.284400,0.750200
57,35,37,215607,0.281100,0.757600
58,30,33,214916,0.280200,0.765000
59,29,8,213272,0.278100,0.772300
60,35,35,198861,0.259300,0.779100
61,7,24,197354,0.257300,0.785900
62,27,8,197178,0.257100,0.792700
63,32,29,186930,0.243700,0.799100
64,15,20,185692,0.242100,0.805500
65,22,7,176229,0.229800,0.811500
66,29,10,175291,0.228500,0.817500
67,34,31,171471,0.223600,0.823400
68,37,27,170790,0.222700,0.829300
69,28,10,169891,0.221500,0.835100
70,18,19,165076,0.215200,0.840700
71,5,18,163910,0.213700,0.846400
72,26,10,162719,0.212200,0.852000
73,6,26,159310,0.207700,0.857400
74,28,11,154562,0.201500,0.862700
75,13,5,153697,0.200400,0.868000
76,32,33,149572,0.195000,0.873100
77,5,3,146737,0.191300,0.878200
78,30,35,143141,0.186600,0.883100
79,22,22,130192,0.169700,0.887500
80,36,32,125784,0.164000,0.891900
81,3,3,124005,0.161700,0.896100
82,36,35,122296,0.159500,0.900300
83,16,16,118466,0.154500,0.904400
84,8,20,112413,0.146600,0.908200
85,28,24,102678,0.133900,0.911800
86,1,5,99009,0.129100,0.915100
87,19,15,94156,0.122800,0.918400
88,14,22,80157,0.104500,0.921100
89,26,6,79952,0.104200,0.923900
90,17,29,78210,0.102000,0.926600
91,12,26,75661,0.098600,0.929200
92,13,3,73820,0.096200,0.931700
93,9,38,72433,0.094400,0.934200
94,22,13,71708,0.093500,0.936600
95,8,22,68415,0.089200,0.939000
96,35,36,68327,0.089100,0.941300
97,15,17,60465,0.078800,0.943400
98,31,27,59647,0.077800,0.945400
99,2,2,58609,0.076400,0.947500
100,6,25,57517,0.075000,0.949400
101,29,7,54064,0.070500,0.951300
102,33,29,52883,0.068900,0.953100
103,28,12,51553,0.067200,0.954900
104,17,33,50783,0.066200,0.956600
105,30,17,49166,0.064100,0.958300
106,20,33,49080,0.064000,0.960000
107,19,2,47543,0.062000,0.961600
108,37,31,45286,0.059000,0.963200
109,7,23,43348,0.056500,0.964700
110,20,37,42186,0.055000,0.966100
111,10,17,40959,0.053400,0.967500
112,30,28,39505,0.051500,0.968900
113,35,34,38841,0.050600,0.970200
114,7,25,37633,0.049100,0.971500
115,15,19,37379,0.048700,0.972800
116,8,21,36338,0.047400,0.974000
117,9,3,34697,0.045200,0.975200
118,13,6,33006,0.043000,0.976300
119,31,30,31719,0.041400,0.977400
120,12,24,31563,0.041200,0.978500
121,24,7,31238,0.040700,0.979600
122,9,1,30373,0.039600,0.980600
123,38,2,29799,0.038900,0.981600
124,10,21,29709,0.038700,0.982700
125,22,6,29444,0.038400,0.983700
126,3,36,28624,0.037300,0.984700
127,28,25,27454,0.035800,0.985600
128,23,11,26589,0.034700,0.986500
129,31,33,25466,0.033200,0.987400
130,21,11,25289,0.033000,0.988300
131,33,32,23496,0.030600,0.989100
132,35,28,22876,0.029800,0.989800
133,1,15,22056,0.028800,0.990600
134,7,14,21949,0.028600,0.991400
135,3,33,21583,0.028100,0.992100
136,5,19,20758,0.027100,0.992800
137,1,22,20200,0.026300,0.993500
138,5,17,18894,0.024600,0.994100
139,30,23,18667,0.024300,0.994800
140,28,14,18373,0.024000,0.995400
141,29,13,17741,0.023100,0.996000
142,26,11,17729,0.023100,0.996600
143,12,9,15538,0.020300,0.997200
144,36,27,12879,0.016800,0.997600
