REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
1,3,1,589500,0.720700,0.180200
2,2,4,530885,0.649100,0.342500
3,4,3,453953,0.555000,0.481200
4,4,2,363573,0.444500,0.592300
5,1,2,300063,0.366900,0.684100
6,1,4,289058,0.353400,0.772400
7,2,3,287642,0.351700,0.860300
8,1,1,227391,0.278000,0.929800
9,3,2,155381,0.190000,0.977300
10,3,3,73319,0.089600,0.999700
11,1,3,736,0.000900,1.000000
12,4,1,76,0.000100,1.000000
13,2,2,39,0.000000,1.000000
14,3,4,0,0.000000,1.000000
