DISTRICT,POPULATION,DISTRICT%
"1/1",343464,0.486600
"1/3",362820,0.514000
"2/1",64192,0.090900
"2/2",626275,0.887300
"2/3",14593,0.020700
"3/1",297204,0.421100
"3/2",79700,0.112900
"3/3",329274,0.466500
