DISTRICT,POPULATION,DISTRICT%
"1/1",412616,0.584600
"1/2",47993,0.068000
"1/3",245223,0.347400
"2/1",880,0.001200
"2/2",446944,0.633200
"2/3",258022,0.365600
"3/1",292788,0.414800
"3/2",210123,0.297700
"3/3",202933,0.287500
