REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
1,1,3,615709,0.941700,0.313900
2,3,1,483713,0.739800,0.560500
3,2,2,482180,0.737500,0.806300
4,2,1,167568,0.256300,0.891700
5,3,2,134571,0.205800,0.960400
6,1,2,37378,0.057200,0.979400
7,3,3,36863,0.056400,0.998200
8,2,3,3522,0.005400,1.000000
