DISTRICT,POPULATION,DISTRICT%
"1/1",476249,0.643300
"1/4",264371,0.357100
"2/1",2416,0.003300
"2/2",346408,0.467900
"2/3",391531,0.528900
"3/1",262453,0.354500
"3/2",42001,0.056700
"3/3",350763,0.473800
"3/4",84336,0.113900
"4/2",352451,0.476100
"4/4",388300,0.524500
