DISTRICT,POPULATION,DISTRICT%
"1/1",420140,0.642600
"1/2",232384,0.355400
"1/3",746,0.001100
"2/1",232154,0.355100
"2/2",381380,0.583300
"2/3",41613,0.063600
"3/2",39253,0.060000
"3/3",613834,0.938800
