DISTRICT,POPULATION,DISTRICT%
"1/1",489675,0.748900
"1/2",163595,0.250200
"2/1",134571,0.205800
"2/2",492110,0.752700
"2/3",28466,0.043500
"3/1",28138,0.043000
"3/2",348,0.000500
"3/3",624601,0.955300
