DISTRICT,POPULATION,DISTRICT%
"1/1",622632,0.780600
"1/2",74944,0.094000
"1/3",100008,0.125400
"2/1",170777,0.214100
"2/2",626465,0.785400
"2/3",347,0.000400
"3/1",992,0.001200
"3/2",43397,0.054400
"3/3",601773,0.754500
"3/4",151389,0.189800
"4/2",53250,0.066800
"4/3",98995,0.124100
"4/4",645400,0.809200
