DISTRICT,POPULATION,DISTRICT%
"1/1",612659,0.813800
"1/2",137219,0.182300
"1/3",132,0.000200
"2/1",119473,0.158700
"2/2",603533,0.801600
"2/4",30033,0.039900
"3/1",6,0.000000
"3/3",711290,0.944800
"3/4",43038,0.057200
"4/1",21209,0.028200
"4/2",11072,0.014700
"4/3",43234,0.057400
"4/4",678626,0.901400
