REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
1,4,1,702534,0.858900,0.214700
2,1,3,548280,0.670300,0.382300
3,3,4,440956,0.539100,0.517100
4,3,2,341020,0.416900,0.621300
5,2,2,298211,0.364600,0.712500
6,2,3,268993,0.328900,0.794700
7,2,4,251362,0.307300,0.871500
8,1,4,125586,0.153500,0.909900
9,4,2,115068,0.140700,0.945100
10,1,1,79777,0.097500,0.969500
11,1,2,63605,0.077800,0.988900
12,3,1,35593,0.043500,0.999800
13,3,3,631,0.000800,1.000000
