REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
1,1,2,815814,0.909600,0.454800
2,2,1,815346,0.909100,0.909400
3,2,2,81835,0.091200,0.955000
4,1,1,80721,0.090000,1.000000
