DISTRICT,POPULATION,DISTRICT%
"1/1",614583,0.791700
"1/2",77148,0.099400
"1/6",84252,0.108500
"2/1",129147,0.166400
"2/2",646834,0.833200
"3/1",14453,0.018600
"3/2",49406,0.063600
"3/3",452722,0.583200
"3/5",94605,0.121900
"3/6",164984,0.212500
"4/4",747698,0.963200
"4/5",28572,0.036800
"5/3",52322,0.067400
"5/4",30234,0.038900
"5/5",654201,0.842700
"5/6",39621,0.051000
"6/1",17856,0.023000
"6/3",272318,0.350800
"6/6",486801,0.627100
