DISTRICT,POPULATION,DISTRICT%
"1/1",482180,0.737500
"1/2",167568,0.256300
"1/3",3522,0.005400
"2/1",134571,0.205800
"2/2",483713,0.739800
"2/3",36863,0.056400
"3/1",37378,0.057200
"3/3",615709,0.941700
