DISTRICT,POPULATION,DISTRICT%
"1/1",450943,0.581000
"1/2",51563,0.066400
"1/3",225479,0.290500
"1/4",48213,0.062100
"2/1",165219,0.212900
"2/2",608664,0.784200
"3/1",142165,0.183200
"3/3",524911,0.676300
"3/4",110346,0.142200
"4/1",18359,0.023700
"4/2",119076,0.153400
"4/3",24869,0.032000
"4/4",614807,0.792100
