DISTRICT,POPULATION,DISTRICT%
"1/1",620121,0.837600
"1/3",120198,0.162400
"2/1",120499,0.162800
"2/2",431039,0.582200
"2/3",188781,0.255000
"3/2",309316,0.417800
"3/3",397944,0.537500
"3/4",33060,0.044700
"4/3",32630,0.044100
"4/4",707691,0.955900
