DISTRICT,POPULATION,DISTRICT%
"1/1",421268,0.644300
"1/2",174579,0.267000
"1/3",57423,0.087800
"2/1",159325,0.243700
"2/2",480644,0.735100
"2/3",15178,0.023200
"3/1",70244,0.107400
"3/3",582843,0.891400
