DISTRICT,POPULATION,DISTRICT%
"1/1",670030,0.819200
"1/3",57666,0.070500
"1/4",89906,0.109900
"2/1",4575,0.005600
"2/2",592568,0.724500
"2/3",63275,0.077400
"2/4",158148,0.193400
"3/1",132144,0.161600
"3/2",226633,0.277100
"3/3",362855,0.443600
"3/4",95616,0.116900
"4/1",13378,0.016400
"4/3",331612,0.405400
"4/4",473210,0.578600
