DISTRICT,POPULATION,DISTRICT%
"1/1",667120,0.901100
"1/3",73500,0.099300
"2/2",656121,0.886300
"2/3",84234,0.113800
"3/1",72697,0.098200
"3/2",39734,0.053700
"3/3",583613,0.788300
"3/4",43509,0.058800
"4/2",43749,0.059100
"4/4",697002,0.941500
