DISTRICT,POPULATION,DISTRICT%
"1/1",398425,0.609400
"1/2",137102,0.209700
"1/3",118295,0.180900
"2/1",192687,0.294700
"2/2",461160,0.705300
"3/1",62158,0.095100
"3/2",56885,0.087000
"3/3",534792,0.817900
