DISTRICT,POPULATION,DISTRICT%
"1/1",657985,0.847600
"1/2",79209,0.102000
"1/4",38789,0.050000
"2/1",117334,0.151100
"2/2",658647,0.848500
"3/2",26659,0.034300
"3/3",429801,0.553700
"3/4",42474,0.054700
"3/6",277236,0.357100
"4/4",302699,0.389900
"4/5",473571,0.610000
"5/3",349413,0.450100
"5/4",125281,0.161400
"5/5",301684,0.388600
"6/2",11270,0.014500
"6/4",267613,0.344700
"6/6",498092,0.641600
