REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
1,1,2,698743,0.943800,0.236000
2,2,4,670956,0.906300,0.462500
3,4,1,602322,0.813600,0.665900
4,3,3,515072,0.695700,0.839900
5,4,3,138033,0.186500,0.886500
6,3,1,114521,0.154700,0.925200
7,2,3,69664,0.094100,0.948700
8,3,4,67960,0.091800,0.971600
9,3,2,42000,0.056700,0.985800
10,1,1,25471,0.034400,0.994400
11,1,3,16537,0.022300,1.000000
