REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
1,18,22,714377,0.939500,0.018100
2,7,25,706355,0.929000,0.035900
3,35,31,706140,0.928700,0.053800
4,28,38,698494,0.918600,0.071500
5,50,14,687028,0.903600,0.088800
6,5,15,681452,0.896200,0.106100
7,47,2,680313,0.894700,0.123300
8,36,28,672386,0.884300,0.140300
9,15,1,657444,0.864700,0.156900
10,22,34,642332,0.844800,0.173200
11,20,10,638463,0.839700,0.189300
12,17,32,636880,0.837600,0.205400
13,19,33,632353,0.831700,0.221400
14,30,42,627621,0.825400,0.237300
15,1,16,621394,0.817200,0.253000
16,31,48,618434,0.813400,0.268600
17,8,9,609466,0.801600,0.284100
18,21,35,609268,0.801300,0.299500
19,29,52,584338,0.768500,0.314200
20,25,40,583563,0.767500,0.329000
21,12,13,578091,0.760300,0.343600
22,10,26,564654,0.742600,0.357900
23,52,18,562183,0.739400,0.372100
24,27,39,549834,0.723100,0.386000
25,45,8,545119,0.716900,0.399800
26,39,44,541859,0.712600,0.413500
27,49,5,533620,0.701800,0.427000
28,32,49,529932,0.697000,0.440400
29,37,46,519971,0.683900,0.453600
30,16,30,517322,0.680400,0.466700
31,24,37,501874,0.660100,0.479300
32,9,21,487578,0.641300,0.491700
33,2,12,476712,0.627000,0.503700
34,38,43,458367,0.602800,0.515300
35,51,20,457837,0.602100,0.526900
36,40,6,454811,0.598200,0.538400
37,41,45,450882,0.593000,0.549800
38,3,17,450404,0.592400,0.561200
39,44,23,438869,0.577200,0.572300
40,48,4,426945,0.561500,0.583100
41,46,3,425840,0.560100,0.593900
42,42,41,424989,0.558900,0.604600
43,23,36,422037,0.555100,0.615300
44,13,29,416422,0.547700,0.625800
45,6,24,413655,0.544000,0.636300
46,11,11,401714,0.528300,0.646500
47,43,7,400917,0.527300,0.656600
48,34,47,372765,0.490300,0.666000
49,4,19,334690,0.440200,0.674500
50,26,51,324207,0.426400,0.682700
51,44,24,322159,0.423700,0.690800
52,14,27,319388,0.420100,0.698900
53,11,23,313344,0.412100,0.706800
54,26,50,310508,0.408400,0.714700
55,33,51,308870,0.406200,0.722500
56,34,45,297701,0.391500,0.730000
57,51,19,294653,0.387500,0.737500
58,6,21,271782,0.357400,0.744400
59,42,7,254347,0.334500,0.750800
60,48,3,252843,0.332500,0.757200
61,4,17,251938,0.331300,0.763600
62,37,47,228394,0.300400,0.769300
63,14,29,227308,0.299000,0.775100
64,45,41,215124,0.282900,0.780500
65,24,36,212431,0.279400,0.785900
66,33,49,211221,0.277800,0.791200
67,27,37,203717,0.267900,0.796400
68,13,27,201739,0.265300,0.801500
69,23,50,199233,0.262000,0.806500
70,41,46,194674,0.256000,0.811500
71,14,26,193339,0.254300,0.816300
72,43,6,191521,0.251900,0.821200
73,46,4,190775,0.250900,0.826000
74,12,12,183404,0.241200,0.830700
75,39,43,180786,0.237800,0.835200
76,52,20,170811,0.224600,0.839500
77,25,50,170784,0.224600,0.843900
78,9,9,159944,0.210400,0.847900
79,3,13,157490,0.207100,0.851900
80,3,18,153797,0.202300,0.855800
81,8,11,150072,0.197400,0.859600
82,32,40,143723,0.189000,0.863200
83,46,5,142723,0.187700,0.866800
84,13,30,141186,0.185700,0.870400
85,2,16,136757,0.179900,0.873900
86,10,27,135484,0.178200,0.877300
87,16,29,129902,0.170800,0.880600
88,4,20,129706,0.170600,0.883800
89,21,36,122977,0.161700,0.887000
90,26,39,122149,0.160600,0.890000
91,29,51,121829,0.160200,0.893100
92,2,10,117512,0.154500,0.896100
93,38,42,115955,0.152500,0.899000
94,41,44,115789,0.152300,0.902000
95,40,43,115754,0.152200,0.904900
96,49,4,115353,0.151700,0.907800
97,43,1,113206,0.148900,0.910700
98,9,11,112132,0.147500,0.913500
