DISTRICT,POPULATION,DISTRICT%
"1/1",439087,0.565700
"1/3",100133,0.129000
"1/4",236978,0.305300
"2/2",763947,0.984300
"2/4",9936,0.012800
"3/1",130822,0.168600
"3/3",491302,0.633000
"3/4",155298,0.200100
"4/1",203022,0.261600
"4/2",13833,0.017800
"4/3",183716,0.236700
"4/4",376540,0.485100
