DISTRICT,POPULATION,DISTRICT%
"1/1",496657,0.661400
"1/2",124920,0.166300
"1/4",54655,0.072800
"1/6",74741,0.099500
"2/1",254691,0.339100
"2/2",461986,0.615200
"2/3",34295,0.045700
"3/2",137072,0.182500
"3/3",613901,0.817500
"4/2",26837,0.035700
"4/3",103397,0.137700
"4/4",562302,0.748800
"4/5",58437,0.077800
"5/5",602613,0.802400
"5/6",148360,0.197600
"6/4",133931,0.178300
"6/5",89480,0.119200
"6/6",527561,0.702500
