DISTRICT,POPULATION,DISTRICT%
"1/1",627624,0.786900
"1/2",166777,0.209100
"2/1",171275,0.214700
"2/2",450234,0.564500
"2/3",174154,0.218300
"2/4",2393,0.003000
"3/2",166408,0.208600
"3/3",604517,0.757900
"3/4",30198,0.037900
"4/2",13867,0.017400
"4/3",17603,0.022100
"4/4",765319,0.959500
