REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
1,2,1,476249,0.643300,0.160800
2,4,2,391531,0.528900,0.293000
3,1,4,388300,0.524500,0.424200
4,1,3,352451,0.476100,0.543200
5,3,2,350763,0.473800,0.661600
6,4,3,346408,0.467900,0.778600
7,2,4,264371,0.357100,0.867900
8,3,1,262453,0.354500,0.956500
9,3,4,84336,0.113900,0.985000
10,3,3,42001,0.056700,0.999200
11,4,1,2416,0.003300,1.000000
