DISTRICT,POPULATION,DISTRICT%
"1/1",373321,0.508300
"1/4",361043,0.491600
"2/1",29510,0.040200
"2/2",564159,0.768100
"2/3",141173,0.192200
"3/1",52721,0.071800
"3/2",89946,0.122500
"3/3",591800,0.805800
"4/1",277936,0.378400
"4/2",79631,0.108400
"4/4",376640,0.512800
