REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
1,1,3,624601,0.955300,0.318400
2,3,2,492110,0.752700,0.569300
3,2,1,489675,0.748900,0.819000
4,2,2,163595,0.250200,0.902400
5,3,1,134571,0.205800,0.971000
6,3,3,28466,0.043500,0.985500
7,1,1,28138,0.043000,0.999800
8,1,2,348,0.000500,1.000000
