REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
1,1,1,352416,0.650100,0.325000
2,2,2,350108,0.645800,0.648000
3,1,2,191586,0.353400,0.824700
4,2,1,190115,0.350700,1.000000
