DISTRICT,POPULATION,DISTRICT%
"1/1",348822,0.449300
"1/2",427161,0.550300
"1/6",0,0.000000
"2/2",349158,0.449800
"2/3",198518,0.255700
"2/6",228305,0.294100
"3/1",36437,0.046900
"3/3",262475,0.338100
"3/5",314463,0.405100
"3/6",162795,0.209700
"4/4",719316,0.926600
"4/5",56954,0.073400
"5/3",314763,0.405500
"5/4",57130,0.073600
"5/5",404485,0.521000
"6/1",393240,0.506600
"6/6",383735,0.494300
