REGION,BASELINE,OTHER,POPULATION,DISTRICT%,CUMULATIVE%
1,1,3,534792,0.817900,0.272600
2,3,2,461160,0.705300,0.507700
3,2,1,398425,0.609400,0.710900
4,2,2,192687,0.294700,0.809100
5,3,1,137102,0.209700,0.879000
6,1,1,118295,0.180900,0.939300
7,2,3,62158,0.095100,0.971000
8,3,3,56885,0.087000,1.000000
