GEOID20,District
011339655011000,2
011339655011001,2
011339655011028,2
011339655011029,2
011339655011030,2
011339655011031,2
011339655011055,2
011339655011056,2
011339655011057,2
011339655011058,2
011339655011059,2
011339655011060,2
011339655011061,2
011339655011062,2
011339655011063,2
011339655011064,2
011339655011065,2
011339655011066,2
011339655011067,2
011339655011068,2
011339655011069,2
011339655011070,2
011339655011071,2
011339655011072,2
011339655011073,2
011339655011074,2
011339655011075,2
011339655011076,2
011339655011077,2
011339655012000,2
011339655012001,2
011339655012002,2
011339655012003,2
011339655012004,2
011339655012005,2
011339655012006,2
011339655012007,2
011339655012008,2
011339655012009,2
011339655012010,2
011339655012011,2
011339655012012,2
011339655012013,2
011339655012014,2
011339655012015,2
011339655012016,2
011339655012017,2
011339655012018,2
011339655012019,2
011339655012020,2
011339655012021,2
011339655012022,2
011339655012023,2
011339655012024,2
011339655012025,2
011339655012026,2
011339655012027,2
011339655012028,2
011339655012029,2
011339655012030,2
011339655012031,2
011339655012032,2
011339655012033,2
011339655012034,2
011339655012035,2
011339655012036,2
011339655012037,2
011339655012038,2
011339655012039,2
011339655012040,2
011339655012041,2
011339655012042,2
011339655012043,2
011339655012044,2
011339655012045,2
011339655012046,2
011339655012047,2
011339655012048,2
011339655012049,2
011339655012050,2
011339655012051,2
011339655012052,2
011339655012053,2
011339655021000,2
011339655021001,2
011339655021002,2
011339655021003,2
011339655021004,2
011339655021005,2
011339655021006,2
011339655021007,2
011339655021008,2
011339655021009,2
011339655021043,2
011339655021044,2
011339655021045,2
011339655031000,2
011339655031001,2
011339655031002,2
011339655031003,2
011339655031005,2
011339655033000,2
011339655033001,2
011339655033002,2
011339655033003,2
011339655033004,2
011339655033005,2
011339655033006,2
011339655033007,2
011339655033008,2
011339655033009,2
011339655033010,2
011339655033011,2
011339655033012,2
011339655033015,2
011339655033025,2
011339655033026,2
011339655033027,2
011339655033028,2
011339655033030,2
011339655033031,2
011339655033032,2
011339655033033,2
011339655033035,2
011339657001000,2
011339657001001,2
011339657001002,2
011339657001003,2
011339657001004,2
011339657001005,2
011339657001006,2
011339657001007,2
011339657001008,2
011339657001009,2
011339657001010,2
011339657001011,2
011339657001012,2
011339657001013,2
011339657001014,2
011339657001015,2
011339657001016,2
011339657001017,2
011339657001018,2
011339657001019,2
011339657001020,2
011339657001021,2
011339657001022,2
011339657001023,2
011339657001024,2
011339657001025,2
011339657001026,2
011339657001027,2
011339657001028,2
011339657001029,2
011339657001030,2
011339657001031,2
011339657001032,2
011339657001033,2
011339657002000,2
011339657002001,2
011339657002002,2
011339657002003,2
011339657002004,2
011339657002005,2
011339657002006,2
011339657002007,2
011339657002008,2
011339657002009,2
011339657002010,2
011339657002011,2
011339657002012,2
011339657002013,2
011339657002014,2
011339657002015,2
011339657002016,2
011339657002017,2
011339657002018,2
011339657002019,2
011339657002020,2
011339657002021,2
011339657002022,2
011339657002023,2
011339657002024,2
011339657002025,2
011339657002026,2
011339657002027,2
011339657002028,2
011339657002029,2
011339657002030,2
011339657002031,2
011339657002032,2
011339657002033,2
011339657002034,2
011339657002035,2
011339657002036,2
011339657002037,2
011339657002038,2
011339657002039,2
011339657002040,2
011339657002041,2
011339657002042,2
011339657002043,2
011339657002044,2
011339657002045,2
011339657002046,2
011339657002047,2
011339657002048,2
011339657002049,2
011339657002050,2
011339657002051,2
011339657002052,2
011339657002053,2
011339657002054,2
011339657002055,2
011339657002056,2
011339657002057,2
011339657002058,2
011339657002059,2
011339657002060,2
011339657002061,2
011339657002062,2
011339657002063,2
011339657002064,2
011339657002065,2
011339657002066,2
011339657002067,2
011339657002068,2
011339657002069,2
011339657002070,2
011339657002071,2
011339657002072,2
011339657002073,2
011339657002074,2
011339657002075,2
011339657003000,2
011339657003001,2
011339657003002,2
011339657003003,2
011339657003004,2
011339657003005,2
011339657003006,2
011339657003007,2
011339657003008,2
011339657003009,2
011339657003010,2
011339657003011,2
011339657003012,2
011339657003013,2
011339657003014,2
011339657003015,2
011339657003016,2
011339657003017,2
011339657003018,2
011339657003019,2
011339657003020,2
011339657003021,2
011339657003022,2
011339657003023,2
011339657003024,2
011339657003025,2
011339657003026,2
011339657003027,2
011339657003028,2
011339657003029,2
011339657003030,2
011339657003031,2
011339657003032,2
011339657003033,2
011339657003034,2
011339657003035,2
011339657003036,2
011339657003037,2
011339657003038,2
011339657003039,2
011339657003040,2
011339657003041,2
011339657003042,2
011339657003043,2
011339657003044,2
011339657003045,2
011339657003046,2
011339657003047,2
011339657003048,2
011339657003049,2
011339657003050,2
011339657004000,2
011339657004001,2
011339657004002,2
011339657004003,2
011339657004004,2
011339657004005,2
011339657004006,2
011339657004007,2
011339657004008,2
011339657004009,2
011339657004010,2
011339657004011,2
011339657004012,2
011339657004013,2
011339657004014,2
011339657004015,2
011339657004016,2
011339657004017,2
011339657004018,2
011339657004019,2
011339657004020,2
011339657004021,2
011339657004022,2
011339657004023,2
011339657004024,2
011339657004025,2
011339657004026,2
011339657004027,2
011339657004028,2
011339657004029,2
011339657004030,2
011339657004031,2
011339657004032,2
011339657004033,2
011339657004034,2
011339657004035,2
011339657004036,2
011339657004037,2
011339657004038,2
011339657004039,2
011339657004040,2
011339657004041,2
011339657004042,2
011339657004043,2
011339657004044,2
011339657004045,2
011339657004046,2
011339657004047,2
011339657004048,2
011339657004049,2
011339657004050,2
011339657004051,2
011339657004052,2
011339657004053,2
011339657004054,2
011339657004055,2
011339657004056,2
011339657004057,2
011339657004058,2
011339657004059,2
011339657004060,2
011339657004061,2
011339657004062,2
011339657004063,2
011339657004064,2
011339657004065,2
011339657004066,2
011339657004067,2
011339657004068,2
011339657004069,2
011339657004070,2
011339657004071,2
011339658001004,2
011339658001005,2
011339658001006,2
011339658001007,2
011339658001008,2
011339658001009,2
011339658001010,2
011339658001011,2
011339658001012,2
011339658001013,2
011339658001014,2
011339658001015,2
011339658001016,2
011339658001017,2
011339658001018,2
011339658001033,2
011339658001034,2
011339658001035,2
011339658001036,2
011339658001037,2
011339658001038,2
011339658001039,2
011339658001040,2
011339658001041,2
011339658001042,2
011339658001043,2
011339658001046,2
011339658001048,2
011339658001049,2
011339658002005,2
011339658002006,2
011339658002007,2
011339658002020,2
011339658002021,2
011339658002022,2
011339658002023,2
011339658002024,2
011339658002025,2
011339658002026,2
011339658002046,2
011339658003000,2
011339658003001,2
011339658003002,2
011339658003003,2
011339658003004,2
011339658003005,2
