GEOID20,District
511179308003054,2
511179308003055,2
511179308003057,2
511179308004002,2
511179308004004,2
511179308004005,2
511179308004006,2
511179308004007,2
511179308004008,2
511179308004011,2
511179308004012,2
511179308004016,2
511179308004017,2
511179308004018,2
511179308004019,2
511179308004020,2
511179308004021,2
511179308004022,2
511179308004032,2
511179303001006,2
511179303001007,2
511179303001008,2
511179303001014,2
511179303001015,2
511179303001016,2
511179303001017,2
511179303001018,2
511179303001019,2
511179303002019,2
511179303002020,2
511179303002021,2
511179303002022,2
511179303002023,2
511179303002024,2
511179303002025,2
511179303002028,2
511179303002029,2
511179303002030,2
511179303002031,2
511179303002032,2
511179303002033,2
511179303002034,2
511179303002035,2
511179303002036,2
511179303002037,2
511179303002039,2
511179303002040,2
511179303002041,2
511179303002042,2
511179303002043,2
511179303002044,2
511179303002045,2
511179303002046,2
511179303002047,2
511179303002048,2
511179303002049,2
511179303002050,2
511179303002051,2
511179303002052,2
511179303002053,2
511179303002054,2
511179303002055,2
511179303002056,2
511179303002057,2
511179303002058,2
511179303002059,2
511179303002060,2
511179303002061,2
511179303002062,2
511179303002067,2
511179303002069,2
511179303002070,2
511179303002071,2
511179303002072,2
511179306001000,2
511179306001001,2
511179306001002,2
511179306001006,2
511179306001007,2
511179306001008,2
511179306001009,2
511179306001010,2
511179306001011,2
511179306001012,2
511179306001013,2
511179306001014,2
511179306001036,2
511179306001037,2
511179306001038,2
511179306001040,2
511179306001041,2
511179306001042,2
511179306001043,2
511179306001045,2
511179306001046,2
511179306001047,2
511179306001048,2
511179306001049,2
511179306001050,2
511179306001051,2
511179306001052,2
511179306001054,2
511179306001055,2
511179306001056,2
511179306001057,2
511179306001058,2
511179306001059,2
511179306001060,2
511179306001061,2
511179306001062,2
511179306001063,2
511179306001065,2
511179306001066,2
511179306001067,2
511179306001068,2
511179306001069,2
511179306001070,2
511179306001071,2
511179306001072,2
511179306001073,2
511179306001074,2
511179306001075,2
511179306001076,2
511179306001077,2
511179306001078,2
511179306001079,2
511179306001080,2
511179306001082,2
511179306001083,2
511179306001084,2
511179306001085,2
511179306001086,2
511179306001087,2
511179306001088,2
511179306001089,2
511179306001090,2
511179306001091,2
511179306001092,2
511179306001093,2
511179306002075,2
511179306002076,2
511179306002077,2
511179306002078,2
511179306002082,2
511179306002083,2
511179306001015,2
511179306001016,2
511179306001017,2
511179306001018,2
511179306001019,2
511179306001020,2
511179306001021,2
511179306001022,2
511179306001023,2
511179306001024,2
511179306001025,2
511179306001026,2
511179306001027,2
511179306001028,2
511179306001029,2
511179306001030,2
511179306001031,2
511179306001032,2
511179306001033,2
511179306001034,2
511179306001035,2
511179306001039,2
511179306001044,2
511179306001053,2
511179306001064,2
511179306001081,2
511179306002013,2
511179306002022,2
511179306002024,2
511179306002025,2
511179306002026,2
511179306002027,2
511179306002028,2
511179306002029,2
511179306002030,2
511179306002031,2
511179306002032,2
511179306002033,2
511179306002034,2
511179306002035,2
511179306002036,2
511179306002041,2
511179306002042,2
511179306002043,2
511179306002044,2
511179306002045,2
511179306002046,2
511179306002047,2
511179306002048,2
511179306002049,2
511179306002050,2
511179306002051,2
511179306002052,2
511179306002053,2
511179306002054,2
511179306002055,2
511179306002056,2
511179306002060,2
511179306002061,2
511179306002063,2
511179306002064,2
511179306002065,2
511179306002066,2
511179306002067,2
511179306002068,2
511179306002069,2
511179306002070,2
511179306002071,2
511179306002072,2
511179306002073,2
511179306002074,2
511179306002085,2
511179306002086,2
511179306002087,2
511179306002088,2
511179306003000,2
511179306003001,2
511179306003002,2
511179306003003,2
511179306003004,2
511179306003005,2
511179306003006,2
511179306003007,2
511179306003008,2
511179306003009,2
511179306003015,2
511179306003016,2
511179306003017,2
511179306003018,2
511179306003019,2
511179306003023,2
511179306003039,2
511179306003041,2
511179306003042,2
511179306003043,2
511179306003047,2
511179306003048,2
511179306003057,2
511179306003058,2
511179306003059,2
511179306003063,2
511179306003090,2
511179304011000,2
511179304011001,2
511179304011002,2
511179304011003,2
511179304011004,2
511179304011005,2
511179304011006,2
511179304011007,2
511179304011008,2
511179304011009,2
511179304011010,2
511179304011012,2
511179304011015,2
511179304011016,2
511179304011017,2
511179304011018,2
511179304011019,2
511179304011020,2
511179304011021,2
511179304011022,2
511179304011023,2
511179304011024,2
511179304011025,2
511179304011026,2
511179304011030,2
511179304011031,2
511179304011032,2
511179304011062,2
511179304011063,2
511179304011068,2
511179304011069,2
511179304012000,2
511179304012001,2
511179304012002,2
511179304012003,2
511179304012004,2
511179304012005,2
511179304012006,2
511179304012007,2
511179304012008,2
511179304012009,2
511179304012010,2
511179304012011,2
511179304012012,2
511179304012013,2
511179304012014,2
511179304012015,2
511179304012016,2
511179304012017,2
511179304012018,2
511179304012019,2
511179304012020,2
511179304012025,2
511179304012026,2
511179304012027,2
511179304012028,2
511179304021000,2
511179304021001,2
511179304021002,2
511179304021003,2
511179304021004,2
511179304021005,2
511179304021006,2
511179304021007,2
511179304021008,2
511179304021013,2
511179304021014,2
511179304021065,2
511179304021066,2
511179304021067,2
511179304021068,2
511179304021071,2
511179304021072,2
511179304021074,2
511179303003003,2
511179303003004,2
511179303003005,2
511179303003006,2
511179303003007,2
511179303003008,2
511179303003009,2
511179303003010,2
511179303003011,2
511179303003012,2
511179303003013,2
511179303003014,2
511179303003015,2
511179303003016,2
511179303003017,2
511179303003018,2
511179303003019,2
511179303003020,2
511179303003021,2
511179303003022,2
511179303003023,2
511179303003024,2
511179303003025,2
511179303003026,2
511179303003027,2
511179303003028,2
511179303003029,2
511179303003030,2
511179303003031,2
511179303003042,2
511179303003043,2
511179303003044,2
511179303003045,2
511179303003046,2
511179303003047,2
511179303003048,2
511179303003049,2
511179304011011,2
511179304011013,2
511179304011014,2
511179304011074,2
511179304011075,2
511179304011076,2
511179304011077,2
511179304011078,2
511179304011079,2
511179304011080,2
511179304011081,2
511179304011087,2
511179304011090,2
511179306001003,2
511179306001004,2
511179306001005,2
511179306002000,2
511179306002001,2
511179306002002,2
511179306002003,2
511179306002004,2
511179306002005,2
511179306002006,2
511179306002007,2
511179306002008,2
511179306002009,2
511179306002010,2
511179306002011,2
511179306002017,2
511179306002018,2
511179306002084,2
511179306002089,2
510538403002016,6
510538403002019,6
510538403002020,6
510538403002021,6
510538403002022,6
510538403002023,6
510538403002024,6
510538403002025,6
510538403002026,6
510538403003000,6
510538403003004,6
510538403003005,6
510538403003006,6
510538403003007,6
510538403003008,6
510538403003009,6
510538403003010,6
510538403003011,6
510538403003012,6
510538403003013,6
510538403003014,6
510538405002006,6
510538405002007,6
510538405002008,6
510538405002009,6
510538405002010,6
510538405002011,6
510538405002012,6
510538405002013,6
510538405002014,6
510538405002015,6
510538405002016,6
510538405002017,6
510538405002018,6
510538405002019,6
510538405002020,6
510538405002021,6
510538405002022,6
510538405002023,6
510538405002028,6
510538405002029,6
510538405002030,6
510538405002031,6
510538405002032,6
510538405002034,6
510538405002035,6
510538405002036,6
510538405002037,6
510538405002038,6
510538405002039,6
510538405002040,6
510538405002041,6
510538405002042,6
510538406011007,6
510538406011008,6
510538406011009,6
510538406011030,6
510538402002001,6
510538402002003,6
510538402002004,6
510538402002007,6
510538402002008,6
510538402002009,6
510538402002010,6
510538402002017,6
510538402002031,6
510538402002032,6
510538402002033,6
510538402002034,6
510538402003000,6
510538402003001,6
510538402003002,6
510538402003003,6
510538402003004,6
510538402003005,6
510538402003006,6
510538402003007,6
510538402003008,6
510538402003009,6
510538402003010,6
510538402003011,6
510538402003012,6
510538402003013,6
510538402003014,6
510538402003015,6
510538402003016,6
510538402003017,6
510538402003018,6
510538402003019,6
510538402003020,6
510538402003021,6
510538402003022,6
510538402003023,6
510538402003024,6
510538402003025,6
510538402003026,6
510538402003027,6
510538402003028,6
510538402003029,6
510538402003030,6
510538402003031,6
510538402003032,6
510538402003033,6
510538402003034,6
510538402003035,6
510538402003036,6
510538402003037,6
510538402003038,6
510538402003039,6
510538402003040,6
510538402003041,6
510538402003042,6
510538402003043,6
510538403001000,6
510538403001001,6
510538403001002,6
510538403001003,6
510538403001004,6
510538403001005,6
510538403001006,6
510538403001007,6
510538403001008,6
510538403001009,6
510538403001010,6
510538403004018,6
510538403004019,6
510538404001000,6
510538404001001,6
510538404001002,6
510538404001003,6
510538404001004,6
510538404001005,6
510538404001006,6
510538404001007,6
510538404001008,6
510538404001009,6
510538404001013,6
510538404001014,6
510538404001015,6
510538404001016,6
510538403002000,6
510538403002001,6
510538403002002,6
510538403002003,6
510538403002004,6
510538403002005,6
510538403002006,6
510538403002007,6
510538403002008,6
510538403002009,6
510538403002010,6
510538403002011,6
510538403002012,6
510538403002013,6
510538403002014,6
510538403002015,6
510538403002017,6
510538403002018,6
510538403002027,6
510538403002028,6
510538403002029,6
510538403002030,6
510538403002031,6
510538403003001,6
510538403003002,6
510538403003003,6
510538403004000,6
510538403004001,6
510538403004002,6
510538403004003,6
