GEOID20,District
180390016011003,1
180390016011004,1
180390016011034,1
180390016011035,1
180390016011036,1
180390016011037,1
180390016011038,1
180390016021004,1
180390016021005,1
180390016021006,1
180390016021007,1
180390016021008,1
180390016021009,1
180390016021010,1
180390016021011,1
180390016021012,1
180390016021013,1
180390016021014,1
180390016021015,1
180390016021016,1
180390016021017,1
180390016021018,1
180390016021019,1
180390016021020,1
180390016021021,1
180390016021022,1
180390016021023,1
180390016023007,1
180390016023012,1
180390016023013,1
180390016023014,1
180390016023019,1
180390016023020,1
180390016023023,1
180390016023024,1
180390016023025,1
180390016023026,1
180390016023027,1
180390016023028,1
180390016023029,1
180390016023030,1
180390016023031,1
180390016023032,1
180390016023033,1
180390016023034,1
180390016023035,1
180390016023036,1
180390020021007,1
180390020023000,1
180390020023001,1
180390020023002,1
180390020023003,1
180390020023004,1
180390020023005,1
180390020023006,1
180390020023007,1
180390020023008,1
180390020023009,1
180390020023010,1
180390020023011,1
180390020023012,1
180390020023013,1
180390020023014,1
180390020023015,1
180390020023016,1
180390020023017,1
180390020023018,1
180390020023019,1
180390020023020,1
180390020023021,1
180390020021000,1
180390020021001,1
180390020021002,1
180390020021003,1
180390020021004,1
180390020021005,1
180390020021006,1
180390020021008,1
180390020021009,1
180390020021010,1
180390020021011,1
180390020021012,1
180390020022000,1
180390020022001,1
180390020022002,1
180390020022003,1
180390020022004,1
180390020022005,1
180390020022006,1
180390020022007,1
180390020022008,1
180390020022009,1
180390020022010,1
180390020022011,1
180390020022012,1
180390020022013,1
180390020022014,1
180390020022015,1
180390020022016,1
180390020022017,1
180390020022018,1
180390020022019,1
180390020022020,1
180390020022021,1
180390020022022,1
180390019012000,1
180390019012013,1
180390019012014,1
180390019012015,1
180390019012016,1
180390019012017,1
180390019012018,1
180390019012020,1
180390019012021,1
180390019012022,1
180390019012023,1
180390019012024,1
180390019012025,1
180390019012026,1
180390019012027,1
180390019012028,1
180390019012029,1
180390019012030,1
180390019012031,1
180390019012032,1
180390019012033,1
180390019012034,1
180390019012035,1
180390019012036,1
180390019012037,1
180390019012038,1
180390019013016,1
180390019015007,1
180390019015008,1
180390019015009,1
180390019015010,1
180390019015011,1
180390019015012,1
180390019015013,1
180390019015014,1
180390019015015,1
180390019015016,1
180390019015017,1
180390019015018,1
180390019015019,1
180390019015020,1
180390019015021,1
180390019015022,1
180390019015023,1
180390019015024,1
180390019015025,1
180390019015026,1
180390019015027,1
180390019015028,1
180390019015029,1
180390019015030,1
180390019015031,1
180390019015032,1
180390019015033,1
180390019015034,1
180390019015035,1
180390019015036,1
180390019015037,1
180390019015038,1
180390019015039,1
180390019015040,1
180390019015041,1
180390019015049,1
180390021021000,1
180390021021001,1
180390021021002,1
180390021021003,1
180390021021004,1
180390021021005,1
180390021021006,1
180390021021007,1
180390021021008,1
180390021021009,1
180390021021010,1
180390021021011,1
180390021021012,1
180390021021013,1
180390021021014,1
180390021021019,1
180390021021020,1
180390021021021,1
180390021021022,1
180390021021023,1
180390021021024,1
180390021021025,1
180390021021026,1
180390021021027,1
180390021021028,1
180390021021029,1
180390021021030,1
180390021021031,1
180390021021032,1
180390021022016,1
180390021022017,1
180390021022018,1
180390021022019,1
180390021022020,1
180390021022021,1
180390021022030,1
180390021022031,1
180390021022032,1
180390021022033,1
180390026002000,1
180390026002001,1
180390026002002,1
180390026002003,1
180390026002004,1
180390026002005,1
180390026002006,1
180390026002007,1
180390026002008,1
180390026002009,1
180390026002010,1
180390026002011,1
180390026002012,1
