GEOID,DISTRICT
131530204001045,1
131530207001016,1
130939702002016,1
132499601002060,1
132250402004045,1
131530211251006,1
131530211192004,1
131530212043029,1
131930004002022,1
132250402003019,1
132250401042017,1
130939701001094,1
131930003001118,1
132619505003003,1
131930001002066,1
132250401031008,1
132250404003020,1
131530208002021,1
131530214021015,1
132499601002108,1
131530207002008,1
131530201061032,1
131530211143027,1
131530211241027,1
132619505002025,1
130939702002004,1
131930003002070,1
131530214021003,1
131530215022059,1
131930004001045,1
131930004001051,1
131530202002009,1
131530211152014,1
132619501001035,1
131530212062005,1
132619503001032,1
132619503001009,1
130939703003053,1
131530201061029,1
132499602001033,1
132499601002094,1
132619505002006,1
130939702001000,1
132250401052018,1
131930003001074,1
130939703001028,1
131930004002015,1
131930004003033,1
132250401011070,1
131530214011025,1
131530209002000,1
131530212061028,1
131530210021012,1
130939701003043,1
131930004002005,1
131930004001034,1
131530213001003,1
131930003001024,1
131530213001013,1
130939701002047,1
131530211192010,1
132499601001008,1
131930004005033,1
131530212062011,1
131930004004012,1
131530211163018,1
131530211153021,1
131530215022104,1
131930002002052,1
131930001002006,1
132250404003031,1
131530211222001,1
132250404004043,1
131530211231013,1
131530211222015,1
131530214011041,1
131930001001027,1
132619501001059,1
132619502004015,1
131530211241022,1
132250403021020,1
132499601001004,1
131530212051009,1
131530211242001,1
131530213003070,1
132619503004047,1
131530212062024,1
132619506002018,1
131530212043018,1
132250402001017,1
131930001002058,1
132499601002048,1
132499602001034,1
131530202004001,1
130939701002057,1
132499602001102,1
132499602001089,1
132499601002036,1
130939701003050,1
132250401042013,1
132250404001000,1
130939702002058,1
132499602001074,1
131930002002035,1
131530214011020,1
132619501001060,1
131530201081033,1
131930003001004,1
132619503003010,1
131930002002042,1
131930002002030,1
131530211222000,1
131530207001015,1
131530201111010,1
132250401011041,1
132250401031017,1
131530214011007,1
131530204001001,1
131530211201015,1
130939701003078,1
132250401042022,1
132499601002003,1
131530203022014,1
131530203024004,1
131530201131006,1
132250404003036,1
131530211152031,1
132619507003009,1
131530212031000,1
131530203021006,1
132499602001112,1
130939701003109,1
131530201121011,1
131530211203003,1
132250404004008,1
131530201062006,1
132619503003007,1
131530212053007,1
132250401032024,1
131530211153004,1
132499601002031,1
131530211143024,1
131530201082003,1
131930002001063,1
131530211164003,1
131530211202014,1
131530213001037,1
131530214021068,1
131530214021051,1
132619503002077,1
131979202001028,1
131530204001052,1
132250404003007,1
132619502001011,1
131530202004021,1
132499601002114,1
131930004001053,1
131930001002050,1
132619506002028,1
132250401011066,1
131530201112015,1
130939703002003,1
130939703003086,1
132250402001006,1
130939702002094,1
131530212042013,1
131530201081017,1
130939701002093,1
131530201083031,1
131530211251011,1
130939702001049,1
131930001001047,1
131930002002090,1
131530210011002,1
130939701001069,1
131530211153032,1
132499601002090,1
131530201112007,1
130939701001028,1
132250402002025,1
131530212031053,1
132250404003026,1
131930001002015,1
131530201131013,1
131530211171037,1
130939702002044,1
130939701003042,1
130939701003038,1
131930002001127,1
132499601002057,1
131530211144023,1
131530213003019,1
131930004005037,1
131530202001015,1
131530214013015,1
131530211161023,1
132250402002072,1
130939701001101,1
131530213001029,1
132499601002126,1
131530211233009,1
131530212031037,1
130939702002082,1
132619505002044,1
132619503003021,1
130939702002124,1
130939701001145,1
131530211201006,1
132619503002058,1
132619503002064,1
131930003003032,1
131530211172025,1
131530213004032,1
131930004001062,1
131530211151032,1
131530201062020,1
132250403011001,1
131530214012016,1
131930001001000,1
132250401031003,1
132250401011038,1
131530211173000,1
131530215021001,1
131530204002006,1
130939701003025,1
131530215011007,1
131530212061016,1
131930004001003,1
132499601002028,1
130939701003121,1
131530211242015,1
131530211191002,1
131530211202015,1
131530210022011,1
131530201083021,1
130939701003004,1
132499601002019,1
131530201081023,1
131530211212007,1
132250404002005,1
132619503002054,1
132250402002026,1
130939702002033,1
132619507003010,1
131530215011038,1
131930004003043,1
130939702001048,1
131530211083016,1
132250401052019,1
130939701001090,1
131930001002025,1
132250403021019,1
131930002001124,1
131930003003009,1
132250404003011,1
131530206001001,1
132499601001012,1
131530211252039,1
131530214021001,1
132619503002030,1
