GEOID,AREA
245102007015010,1
245101308042016,1
245102601021015,1
245100806002004,1
245101403001009,1
245101507012020,1
245102718013000,1
245100301001026,1
245101901002010,1
245100402001019,1
245102711021009,1
245101603002000,1
245100702002000,1
245102502041004,1
245100402001022,1
245102602011003,1
245102501031009,1
245101401004003,1
245101302002002,1
245100603002006,1
245102008001007,1
245102603026001,1
245102609001022,1
245102716001001,1
245102720035006,1
245100909002001,1
245102701024002,1
245102715012003,1
245102719001004,1
245100908003026,1
245100903002013,1
245101511004011,1
245100902002027,1
245102302001013,1
245100905002002,1
245100909001018,1
245101602003002,1
245100907003002,1
245100401003034,1
245101608014004,1
245101508003008,1
245102608001010,1
245102502031003,1
245101508002004,1
245102503031022,1
245101605003001,1
245102719002001,1
245102705022002,1
245100808002009,1
245102603026002,1
245101701001005,1
245102603022001,1
245102801013013,1
245102604043008,1
245101608023006,1
245100401004032,1
245101901002000,1
245100803012017,1
245102804013010,1
245101102006009,1
245102604041002,1
245102503012010,1
245101608011002,1
245101101002002,1
245101511006006,1
245101207001000,1
245102708052001,1
245102504021008,1
245102003002013,1
245102601013001,1
245102706003005,1
245102604011014,1
245102804021014,1
245102709013009,1
245100803021006,1
245102302001005,1
245101207002014,1
245102804032003,1
245101604002010,1
245102606051009,1
245102503012012,1
245101507021000,1
245101301002005,1
245102720035005,1
245101301001000,1
245101903002007,1
245101701001003,1
245101303003002,1
245102802005010,1
245102801024002,1
245102704024009,1
245102709033000,1
245100906003011,1
245101510002011,1
245101607005002,1
245100902002020,1
245102801025016,1
245102003002008,1
245100909001005,1
245102606056025,1
245100602004005,1
245102604041022,1
245102401002017,1
245102611001008,1
245102401002008,1
245102603021006,1
245102604041019,1
245102601013004,1
245100401004024,1
245101301002006,1
245102607001020,1
245102002003012,1
245100901004005,1
245101204002010,1
245100601001006,1
245101207003006,1
245102401002022,1
245101207003010,1
245101607003001,1
245101101002006,1
245102803011001,1
245100103001006,1
245100702004019,1
245102804021035,1
245102201001023,1
245100203003008,1
245102606056069,1
245101203004004,1
245101513003013,1
245102604011012,1
245102607002013,1
245102201001002,1
245102505003015,1
245102803011000,1
245102709022012,1
245102605012003,1
245102720063003,1
245101504002000,1
245102501032016,1
245101903002025,1
245101512003005,1
245102603025000,1
245101101001013,1
245102712003005,1
245101510003014,1
245102501034006,1
245102707022013,1
245102606052019,1
245100806003001,1
245100102004002,1
245102711012000,1
245102702003008,1
245102704013003,1
245101607003000,1
245102402001024,1
245102605012004,1
245101901002015,1
245102607001005,1
245102804015006,1
245102302002003,1
245101901002005,1
245100401001012,1
245102804033003,1
245101509003002,1
245102802006003,1
245102504011005,1
245102608001006,1
245102705024016,1
245102606056045,1
245101903002014,1
245100603002005,1
245101511006007,1
245101510006020,1
245102603012001,1
245102005002003,1
245102713003022,1
245102502061020,1
245100805003001,1
245102602022009,1
245102713001001,1
245102606052040,1
245101504003016,1
245102708055005,1
245101603002011,1
245101509002004,1
245102606056057,1
245102505002014,1
245102602013011,1
245100101001011,1
245100906001006,1
245102801026024,1
245102720041003,1
245102719005001,1
245101608023008,1
245101903002000,1
245102604011005,1
245102602021004,1
245102708024000,1
245101901001005,1
245102606056053,1
245102401002024,1
245101206002007,1
245100903002014,1
245100808002002,1
245100202001003,1
245102804021011,1
245101608011007,1
245102704021011,1
245102704024014,1
245102006001009,1
245100909002019,1
245100301002003,1
245100906003009,1
245101608012000,1
245102007015006,1
245101803002016,1
245102608001007,1
245102701023000,1
245101607002000,1
245102704011012,1
245102003001005,1
245102404003005,1
245102606041006,1
245102007011010,1
245102706001010,1
245101505002006,1
245102705014002,1
245100104001009,1
245102201003000,1
245102501012027,1
245102007015008,1
245102801025012,1
245102709011009,1
245102502051014,1
245101601003013,1
245102502032006,1
245102502042006,1
245102502063007,1
245102505004007,1
245101506002000,1
245102604011010,1
245102605011001,1
245101509002002,1
245102717002001,1
245102801011010,1
245100202001000,1
245101205001020,1
245102502031001,1
245101308032008,1
245101505001012,1
245102604041015,1
245102602014005,1
245100803011004,1
245102602011013,1
245102806003012,1
245102715011008,1
245101903001007,1
245102804021034,1
245101606004006,1
245102701024016,1
245102401001016,1
245101504003009,1
245100902002012,1
245100801013009,1
245102603021007,1
245102611001002,1
245101510006004,1
245101605001011,1
245102503012006,1
245101206001004,1
245101504002015,1
245101003001003,1
245100902002019,1
245101202011012,1
245102704023009,1
245101608023011,1
245101202025006,1
245101502003009,1
245102711021007,1
245102803011006,1
245101506003007,1
245102602023006,1
245100301002021,1
245102705021017,1
245100909001012,1
245102804021001,1
245100905002007,1
245102720035008,1
245102505001002,1
