GEOID,AREA
240098608011011,1
240199705003002,1
240119552011008,1
240479504003003,1
240338009002032,1
240358105002020,1
240450105041003,1
240199704004014,1
240450107013052,1
240119554001122,1
240419601002005,1
240450104002008,1
240178507123011,1
240450101015022,1
240098611001048,1
240419604001020,1
240358106001053,1
240378761011026,1
240378754004007,1
240479508001038,1
240378758031053,1
240450003002002,1
240098602001018,1
240479514003031,1
240178501022038,1
240479500004021,1
240098611001012,1
240178508011003,1
240419601002019,1
240419609001056,1
240199702001042,1
240119554001046,1
240419602012016,1
240450107011016,1
240479501002013,1
240479800001056,1
240199709002161,1
240119551003033,1
240450108003051,1
240199708041160,1
240399301011051,1
240378760043000,1
240178506003021,1
240358108004027,1
240479510001015,1
240450002001017,1
240399306001010,1
240378762002031,1
240119550002025,1
240098610031018,1
240378759061021,1
240419601001042,1
240479512001074,1
240119552012079,1
240178507131007,1
240399301013030,1
240399308002035,1
240119553023006,1
240450108003021,1
240479510003017,1
240199702004028,1
240450102004000,1
240399301022005,1
240378753001003,1
240119552011021,1
240199709002261,1
240450108001048,1
240450106063052,1
240178512004022,1
240199707022002,1
240479500002060,1
240119553011010,1
240450108003039,1
240199701002108,1
240178509011031,1
240098607031035,1
240450105011004,1
240450108001034,1
240450101021051,1
240378757003017,1
240358110002033,1
240450103002006,1
240358105001004,1
240479509002011,1
240450101014015,1
240378758031017,1
240450003001009,1
240098609012040,1
240199705002019,1
240178503002002,1
240119555003041,1
240419604001013,1
240178513012046,1
240419609002012,1
240378757002006,1
240378752013015,1
240450103004009,1
240178512002023,1
240098601033016,1
240178514031036,1
240419601001039,1
240450107012085,1
240479515003025,1
240450001005036,1
240450104001016,1
240098609021052,1
240378750004013,1
240419604003006,1
240419606001005,1
240450106044015,1
240358107001026,1
240479511012002,1
240399305003000,1
240199702004034,1
240378760032004,1
240419608002002,1
240419605022037,1
240479512002020,1
240450107013057,1
240399302001134,1
240178509011000,1
240450105013014,1
240378756012007,1
240119555002033,1
240419609001000,1
240199707021004,1
240419606001010,1
240098602002009,1
240119553023023,1
240419607001013,1
240399306001067,1
240450101015039,1
240479504001005,1
240479515001029,1
240479514002008,1
240378755021019,1
240479504003020,1
240098604022001,1
240419605022011,1
240178509022004,1
240479512001016,1
240098611001023,1
240450101012088,1
240450004002027,1
240178512001006,1
240098604041028,1
240178512003025,1
240419602012039,1
240098610031029,1
240119552022043,1
240358107002034,1
240479506001010,1
240479507001016,1
240450005002019,1
240178506002010,1
240178502022026,1
240419607002024,1
240479509001004,1
240199709001150,1
240178510041006,1
240479503001027,1
240119556001001,1
240119553021062,1
240098604021016,1
240419606001062,1
240098605021015,1
240479517001042,1
240399301012006,1
240450103004004,1
240098610033013,1
240399302002050,1
240199707022008,1
240399306001065,1
240199707021008,1
240199703001045,1
240479501001003,1
240098606001010,1
240098608012013,1
240450106064013,1
240199702001048,1
240399305003029,1
240378761013006,1
240479500004030,1
240479507001018,1
240479500002006,1
240450105032015,1
240178512003009,1
240178510011005,1
240358107001019,1
240479517003028,1
240098608013011,1
240199707022025,1
240479511013004,1
240378760042001,1
240399306001043,1
240450104003001,1
240479503001031,1
240119556001014,1
240419606001049,1
240178506002022,1
240178510031006,1
240450103001024,1
240098602001010,1
240098604021010,1
240479515005028,1
240419604004023,1
240479512002001,1
240479512003093,1
240178510032045,1
240098608012005,1
240450101012039,1
240178508013002,1
240378752012011,1
240358110001011,1
240178501021009,1
240378755011035,1
240178513012034,1
240450102001051,1
240479508001012,1
240098609011014,1
240479508001020,1
240399305003050,1
240358105001000,1
240199709001144,1
240378758034008,1
240178509041085,1
240479512002011,1
240479510002019,1
240358107002020,1
240450102002029,1
240199702001020,1
240399308003017,1
240098604041012,1
240419609003016,1
240479500002070,1
240119556002017,1
240358107002024,1
240479517003023,1
240479509002020,1
240419605021014,1
240178509012000,1
240479515005021,1
240178507131001,1
240450106051009,1
240119551002021,1
240479504002017,1
240199709002139,1
240178510011004,1
240119553023000,1
240419605022032,1
240358105002011,1
240178510043043,1
240479503004026,1
240378754004033,1
240178504003004,1
240450003001002,1
240199709002229,1
240479512001071,1
240419609004021,1
240399302001147,1
240479509002026,1
240358109013008,1
240199709001156,1
240178514012004,1
240378761021010,1
240378755021013,1
240419607004022,1
240178506003017,1
240450106053012,1
240378750003006,1
240419604004019,1
240358108004021,1
240419606001059,1
240199702004051,1
240479508004003,1
240479515004004,1
240178501022036,1
240338009002048,1
240419605022029,1
240479500002005,1
240378750002031,1
240450106043013,1
240450106041011,1
240178509011024,1
240358107001009,1
240399305005011,1
240119550002034,1
240119555003044,1
240358109011003,1
240178511001020,1
240450002002060,1
240098604022007,1
240479507001023,1
240450107012062,1
240378758032003,1
240178509011026,1
240178510012000,1
240199709002084,1
240098604032007,1
240378755012014,1
240479506003003,1
240479508004086,1
240178506003009,1
240419605021006,1
240199702002065,1
240479517001049,1
240479510002010,1
240378762002032,1
240378755011022,1
240450107012082,1
240479512001036,1
240450107013050,1
240199703003026,1
240450102004026,1
240479508004004,1
240419605022043,1
240199705002015,1
240399301013014,1
240119554001012,1
240419608001013,1
240178514031038,1
240119556002003,1
240450105011006,1
240378758031013,1
240199702001011,1
240378756012006,1
240479503004027,1
240378759041016,1
240479503005012,1
240419602011024,1
240358105001019,1
240178510032012,1
240199708042003,1
240358109022032,1
240479508003032,1
240199701001048,1
240450107033033,1
240479514003072,1
240450105014005,1
240479517001028,1
240098611001061,1
240450106043075,1
240098609012047,1
240399306003000,1
240479515005004,1
240199704003002,1
240178507111005,1
240119556002024,1
240419607001030,1
240178507113003,1
240479517002013,1
240399305004036,1
240479513002046,1
240479507002002,1
240178509041030,1
240178510043007,1
240399302001165,1
240450103001040,1
240199707024001,1
240199703004004,1
240119555002038,1
240378755012016,1
240399302001025,1
240199706001020,1
240199701001073,1
240119550001020,1
240378750004002,1
240450001004034,1
240450102001044,1
240399305002033,1
240178508022026,1
240358108004036,1
240199703002003,1
240199702003031,1
240098601033017,1
240119552012063,1
240399305002008,1
240119555002010,1
240178512002026,1
240450106063037,1
240479508001069,1
240098609012006,1
240378757001010,1
240450107011008,1
240450102001003,1
240178501012011,1
240098611001041,1
240378752021031,1
240119555001019,1
240358109022004,1
240178507111006,1
240098610041020,1
240119552021023,1
240378758031052,1
240338009002004,1
240399302001038,1
240119556004005,1
240378762004040,1
240450106061021,1
240119554001024,1
240358106003001,1
240479508004015,1
240378760041004,1
240358106003012,1
240378752022003,1
240178507122002,1
240178506001004,1
240358110001025,1
240399308001058,1
240199702002034,1
240450104004027,1
240479501001059,1
240378757003011,1
240178507123005,1
240479503002012,1
240199709002105,1
240419602012066,1
240178510031021,1
240199702004042,1
240419602012002,1
240479508004032,1
240119552011048,1
240178511001039,1
240178510012017,1
240178507133017,1
240098606002021,1
240199707023053,1
240199702004030,1
240199707024019,1
240378755012048,1
240199709001062,1
240450002001021,1
240450107031015,1
240098609021029,1
240178513022001,1
240098604021027,1
240479514001025,1
240479510002029,1
240479517004019,1
240479503002023,1
240450106064006,1
240178511002016,1
240378755012039,1
240399306003015,1
240098603001006,1
240399301021032,1
240098610033016,1
240098607011025,1
240479508002017,1
240119551001011,1
240479510001043,1
240378762004037,1
240098610032019,1
240419609004003,1
240399301022024,1
240199704004019,1
240378753003016,1
240450101022007,1
240119552021032,1
240378753001021,1
240419603001000,1
240450106032004,1
240419609001004,1
240399308002037,1
240358109012027,1
240479512001059,1
240419602011027,1
240098608013031,1
240479515001050,1
240450106043066,1
240119556004033,1
240358106002001,1
240178508022011,1
240178512003051,1
240378754004023,1
240419601001026,1
240479512002044,1
240450004003022,1
240199702001039,1
240358109013001,1
240479514002050,1
240199706003003,1
240419609003008,1
240199705002002,1
240378758034003,1
240450106032021,1
240419605012001,1
240399301013020,1
240419604002039,1
240199706002012,1
240479501002028,1
240450106031000,1
240098604043015,1
240098610043007,1
240479517001010,1
240450106053002,1
240450103001032,1
240098611002038,1
240378759041014,1
240199709002205,1
240479512001040,1
240119554001100,1
240399301013037,1
240378755021004,1
240178501011008,1
240378757002003,1
240199708042044,1
240399305003042,1
240399301012022,1
240378757003020,1
240098610042023,1
240450107011028,1
240450101012046,1
240479517004021,1
240199701003008,1
240098608013019,1
240479500002102,1
240419602011013,1
240479517003013,1
240450103002005,1
240450107032025,1
240098609021033,1
240399301021015,1
240450108001031,1
240450104004013,1
240399308001008,1
240399308001031,1
240199701001065,1
240119553012056,1
240358110001015,1
240479506001006,1
240479800001036,1
240450001002017,1
240450104004024,1
240419601001029,1
240178503002010,1
240199706002010,1
240199705002008,1
240378754003010,1
240119550001001,1
240119552021015,1
240419601001007,1
240479800001010,1
240199709002235,1
240358110002028,1
240119552022030,1
240178504002014,1
240450105011011,1
240178505001036,1
240399305004009,1
240479503004025,1
240450001004008,1
240378760031006,1
240450106051017,1
240450001004024,1
240399308003052,1
240479512003058,1
240450107031019,1
240178506002025,1
240450005001005,1
240098605021005,1
240450101015008,1
240399301011043,1
240098609021028,1
240178502021000,1
240399308001051,1
240178505002010,1
240119551001007,1
240450005003014,1
240178501011013,1
240479510001061,1
240378756024006,1
240119553011098,1
240399305004049,1
240178512001025,1
240450107041022,1
240450104004026,1
240199709002055,1
240119553021005,1
240450104002016,1
240479515004011,1
240178509041079,1
240178512002043,1
240419609004014,1
240450005001013,1
240378755022014,1
240378752022005,1
240199708041069,1
240378761011039,1
240178508023000,1
240178513012020,1
240450107041037,1
240119551003029,1
240399302002035,1
240399302002093,1
240178507082004,1
240450101021031,1
240450107013008,1
240450103003013,1
240378752021041,1
240178513022009,1
240450004001036,1
240450108002025,1
240479500002029,1
240378750002023,1
240178509011013,1
240358105001036,1
240399308003069,1
240119551001037,1
240098604043033,1
240479503005018,1
240178501022011,1
240450108003025,1
240199707023047,1
240378755011023,1
240399301022004,1
240399301011054,1
240479508001026,1
240479508001031,1
240450106053014,1
240479517002009,1
