GEOID,AREA
240217506001029,1
240430001001045,1
240430108033045,1
240317006143007,1
240217523023020,1
240317008134001,1
240430006022020,1
240217513012048,1
240010001003021,1
240430112022003,1
240217707001016,1
240217523022006,1
240217512032008,1
240217526011007,1
240217722001012,1
240317006131006,1
240317008181006,1
240430113021048,1
240010011002030,1
240317008352003,1
240217675002009,1
240010008001096,1
240217522011029,1
240430104011023,1
240010017001017,1
240217505051008,1
240317007333002,1
240430117001003,1
240010012001027,1
240217753021014,1
240217505071013,1
240317006111027,1
240430108033025,1
240217519061004,1
240010006002018,1
240317008241061,1
240217675002004,1
240317003171053,1
240230005011004,1
240230001001044,1
240430101001062,1
240430115011061,1
240217668001001,1
240217530012006,1
240317005003022,1
240317006111007,1
240230001002075,1
240217668002028,1
240317003162012,1
240230001003006,1
240230001002098,1
240317008321005,1
240430003012021,1
240430108032017,1
240430116001059,1
240317008201000,1
240010017002024,1
240217523032027,1
240217505044003,1
240430115021019,1
240317008293003,1
240317006131017,1
240430115021038,1
240430104021016,1
240010012001017,1
240217510023001,1
240010021001058,1
240430103002025,1
240010002001000,1
240217753026017,1
240317005003011,1
240217519035008,1
240217518011013,1
240430112031001,1
240217402003012,1
240217508041027,1
240217523032002,1
240430104011006,1
240217753024004,1
240010007001004,1
240217505043014,1
240317001012004,1
240230005021006,1
240010001002045,1
240430004003001,1
240217753021019,1
240217707002029,1
240430113014041,1
240217508012003,1
240430106004016,1
240217501001012,1
240217501001015,1
240430009002003,1
240010001002078,1
240430003011021,1
240430008002011,1
240217735001005,1
240230004003003,1
240217508023026,1
240217508023021,1
240317007131001,1
240317007332003,1
240010008001080,1
240010013002008,1
240430103002020,1
240217513013022,1
240430006021020,1
240430115012012,1
240430003012030,1
240217518023014,1
240217512012001,1
240430001001041,1
240317008352012,1
240217676002016,1
240217510041044,1
240317008102010,1
240217505062002,1
240317008261007,1
240430001001040,1
240317006043008,1
240217522021001,1
240430103002026,1
240010007001014,1
240430006022013,1
240317008261009,1
240230006014029,1
240010022001006,1
240430108021013,1
240230001001031,1
240430108033043,1
240430004003010,1
240230003002033,1
240010005002008,1
240317008301003,1
240217518021011,1
240217530022004,1
240217525021007,1
240430115012005,1
240317003151028,1
240010016001057,1
240317002092000,1
240010005002033,1
240430010011002,1
240230001002052,1
240217505052007,1
240217510033034,1
240230007003021,1
240230002002074,1
240230006021042,1
240217508012000,1
240317003181027,1
240010018003004,1
240230005021027,1
240230007001056,1
240217512024013,1
240430106004029,1
240430004002006,1
240317008351007,1
240317008112008,1
240430109011015,1
240317002063015,1
240430109022015,1
240217675001033,1
240430003022028,1
240430117003000,1
240430107004063,1
240430112043005,1
240217756002014,1
240230006013009,1
240217521012007,1
240217523032000,1
240010011001012,1
240217507013008,1
240430115011060,1
240217753023012,1
240230006014036,1
240217523012001,1
240217522061042,1
240430115011062,1
240010002002013,1
240230005023017,1
240230004003037,1
240430110001007,1
240217668003009,1
240317008103007,1
240217508012006,1
240217506002015,1
240430010023014,1
240217529002054,1
240010017001024,1
240217505052005,1
240230006014014,1
240010001003012,1
240430117002001,1
240010022003042,1
240217516001034,1
240217503002007,1
240317003153000,1
240317003153003,1
240430008002008,1
240430106002012,1
240010018001025,1
240217529002056,1
240217512032012,1
240217510022009,1
240430115021048,1
240317006163015,1
240230001002070,1
240217529002009,1
240217510043000,1
240430010023004,1
240010023002006,1
240010022001020,1
240430003012023,1
240430107001011,1
240317007212004,1
240430103001052,1
240430009001013,1
240230001003056,1
240217522061013,1
