GEOID,AREA
518100440074005,1
515500215061024,1
515500205001045,1
518100426001005,1
515500200032011,1
518100462144002,1
518100422013006,1
515500202004003,1
518100442023016,1
518100410032004,1
515500209121004,1
515500214033006,1
518100406002025,1
518100448062006,1
518100440051004,1
515500208044010,1
518100412001025,1
518100410042005,1
518100454144013,1
518100414001010,1
518100458051006,1
518100424001013,1
518100404033014,1
518100432001017,1
518100442012009,1
515500213012023,1
518100430062021,1
518100454331008,1
515500204002010,1
518100464001023,1
515500209071001,1
518100462161011,1
518100430062020,1
518100454332017,1
515500211042016,1
518100404032013,1
515500209051005,1
518100430042016,1
515500214021002,1
518100460062012,1
518100440042001,1
515500213041009,1
518100456052004,1
515500210053010,1
518100456032012,1
515500215052019,1
518100400002031,1
518100424003002,1
515500203001029,1
518100458013013,1
518100446001009,1
518100456052007,1
515500213011011,1
515500210102009,1
518100462074004,1
518100460023007,1
518100406002004,1
518100440041029,1
518100456061012,1
518100454121011,1
515500210161008,1
515500208092016,1
518100462114014,1
518100464003015,1
515500213041042,1
515500203002016,1
518100458051010,1
518100410022021,1
518100446003002,1
515500208044011,1
518100462203003,1
518100404062007,1
518100430061026,1
515500208051006,1
518100454262000,1
515500216051023,1
518100402001027,1
518100410022020,1
515500208044004,1
518100460161005,1
518100454071004,1
518100462064004,1
515500210041103,1
518100460063013,1
518100430061000,1
518100460201012,1
515500204001008,1
518100454212002,1
518100422022007,1
518100428023004,1
515500213013011,1
515500213051001,1
518100412002007,1
515500213013006,1
515500208054012,1
515500216023003,1
518100458011001,1
515500207003010,1
515500208132002,1
515500208054013,1
518100454273007,1
515500206001005,1
518100440081008,1
518100404045002,1
515500215061011,1
515500213052007,1
518100406002021,1
518100410044023,1
518100408023001,1
515500213013027,1
515500212002011,1
515500213061000,1
518100444012010,1
518100464001015,1
515500210053020,1
518100400002005,1
518100432001019,1
518100428015014,1
515500210041005,1
515500214031014,1
518100444012022,1
518100434001015,1
515500215042012,1
518100462223006,1
518100454332012,1
518100460141012,1
518100428013004,1
518100402001033,1
515500204002013,1
518100454291002,1
518100422023007,1
518100464001020,1
515500216021009,1
518100460064022,1
518100448075025,1
518100446001013,1
518100400002034,1
518100406002017,1
515500201004005,1
518100410021016,1
518100448052005,1
518100452002001,1
515500216051013,1
518100460142003,1
518100454271002,1
515500206001014,1
518100418031013,1
518100412001028,1
518100430042021,1
518100416003004,1
515500210052007,1
515500203002012,1
515500214061007,1
515500211013014,1
515500212001018,1
518100410043009,1
518100454121030,1
515500213041002,1
515500216053012,1
515500214072016,1
515500214061019,1
518100414002026,1
515500210042009,1
515500200032003,1
515500202004013,1
518100460183004,1
518100456031002,1
515500210041094,1
515500215052020,1
518100402001019,1
515500216051007,1
515500200033009,1
518100412004023,1
515500215061000,1
515500209052001,1
515500214061000,1
515500211013010,1
518100456011002,1
518100444011000,1
515500208082002,1
518100462221001,1
515500214024000,1
515500215073002,1
515500215071013,1
518100404042024,1
518100460142006,1
518100448063006,1
518100462241005,1
518100462041006,1
515500215051004,1
518100464004028,1
515500210041022,1
515500202002008,1
518100428015002,1
515500200022012,1
518100438003029,1
515500216052017,1
515500208101009,1
515500211012002,1
518100404062005,1
515500208091008,1
515500207001001,1
518100400001020,1
515500209032027,1
515500213012031,1
518100460191000,1
515500215042025,1
518100408013004,1
515500209091007,1
518100410031005,1
518100460063010,1
518100456051002,1
518100418042019,1
518100440082019,1
518100454323012,1
515500215052025,1
518100462192005,1
518100442011021,1
515500210041037,1
515500214023010,1
518100454151006,1
518100404041015,1
515500213061011,1
518100454072012,1
518100412003009,1
518100460201016,1
518100450001019,1
518100404052001,1
518100462123000,1
518100448071002,1
518100434001004,1
515500208082000,1
518100460023015,1
518100454341021,1
518100452001011,1
515500210103011,1
515500210091000,1
515500214072002,1
515500210051011,1
518100460202005,1
515500215032007,1
515500201004003,1
515500200023010,1
